mesa,habilitados,votaron,positivos,participacion,502 CAMBIEMOS,% 502 CAMBIEMOS
593,346,253,224,73.12,131,52.61
2458,346,253,224,73.12,117,46.8
2462,346,253,224,73.12,127,52.7
2477,346,253,224,73.12,117,48.55
2478,346,253,224,73.12,105,43.75
3512,346,253,224,73.12,100,40.65
3599,346,253,224,73.12,117,47.56
3898,346,253,224,73.12,99,41.6
4024,346,253,224,73.12,139,56.97
4031,346,253,224,73.12,146,60.33
4550,346,253,224,73.12,109,45.04
4559,346,253,224,73.12,147,60.25
4590,346,253,224,73.12,107,44.03
5735,346,253,224,73.12,102,43.59
5785,346,253,224,73.12,92,37.55
5793,346,253,224,73.12,92,39.66
6267,346,253,224,73.12,121,52.16
6274,346,253,224,73.12,133,56.36
6290,346,253,224,73.12,124,52.32
6770,346,253,224,73.12,117,49.16
7176,346,253,224,73.12,84,34.29
7181,346,253,224,73.12,143,58.13
7564,346,253,224,73.12,74,31.22
7565,346,253,224,73.12,82,34.45
7602,346,253,224,73.12,119,48.57
7638,346,253,224,73.12,93,40.09
7643,346,253,224,73.12,90,38.3
8172,346,253,224,73.12,101,41.74
8184,346,253,224,73.12,113,48.92
7872,331,242,224,73.11,78,33.48
1828,342,250,224,73.1,115,48.32
1842,342,250,224,73.1,119,51.29
2913,342,250,224,73.1,161,65.45
2974,342,250,224,73.1,122,50
3442,342,250,224,73.1,83,35.78
4279,342,250,224,73.1,133,55.88
5131,342,250,224,73.1,142,61.47
5220,342,250,224,73.1,115,47.52
7309,342,250,224,73.1,90,37.97
7317,342,250,224,73.1,101,42.08
8002,342,250,224,73.1,82,34.31
5007,301,220,224,73.09,145,68.72
5236,301,220,224,73.09,91,43.96
8576,327,239,224,73.09,105,45.65
631,338,247,224,73.08,112,45.53
634,338,247,224,73.08,135,57.45
1494,338,247,224,73.08,130,54.39
3392,338,247,224,73.08,102,43.78
3398,338,247,224,73.08,92,38.82
3970,349,255,224,73.07,159,63.6
1033,334,244,224,73.05,124,52.77
1037,334,244,224,73.05,133,55.65
221,345,252,224,73.04,119,48.77
723,345,252,224,73.04,113,47.48
1900,345,252,224,73.04,109,45.99
2323,345,252,224,73.04,93,38.59
2366,345,252,224,73.04,119,48.37
2638,345,252,224,73.04,121,50.21
2691,345,252,224,73.04,103,43.64
3314,345,252,224,73.04,122,53.51
5651,345,252,224,73.04,117,47.76
6495,204,149,224,73.04,26,18.31
6654,345,252,224,73.04,107,43.67
7188,345,252,224,73.04,102,42.5
7209,345,252,224,73.04,113,47.48
7214,345,252,224,73.04,107,46.32
7714,345,252,224,73.04,103,42.04
8391,345,252,224,73.04,120,50.63
4270,267,195,224,73.03,88,48.89
6952,267,195,224,73.03,45,24.73
7281,330,241,224,73.03,54,24
1562,341,249,224,73.02,105,48.61
2205,341,249,224,73.02,126,51.85
2529,341,249,224,73.02,119,50.42
3563,341,249,224,73.02,144,59.75
4604,341,249,224,73.02,86,37.23
6338,278,203,224,73.02,95,49.22
6710,341,249,224,73.02,137,57.32
6713,341,249,224,73.02,113,48.71
6716,341,249,224,73.02,107,45.73
7081,341,249,224,73.02,64,26.56
7365,341,249,224,73.02,90,37.66
8580,326,238,224,73.01,102,93.58
8584,326,238,224,73.01,93,41.52
1512,337,246,224,73,115,48.12
1762,337,246,224,73,133,57.33
7219,337,246,224,73,102,43.22
5875,322,235,224,72.98,79,35.59
8381,322,235,224,72.98,119,55.61
116,344,251,224,72.97,122,49.59
246,344,251,224,72.97,133,54.07
1834,344,251,224,72.97,114,46.91
2493,344,251,224,72.97,134,54.25
2766,344,251,224,72.97,92,39.83
3174,344,251,224,72.97,161,65.71
3330,344,251,224,72.97,141,59.75
3422,333,243,224,72.97,124,53.91
5150,333,243,224,72.97,75,32.61
5924,333,243,224,72.97,102,45.33
7053,344,251,224,72.97,90,37.66
7476,344,251,224,72.97,120,50.21
7771,344,251,224,72.97,126,53.39
7796,344,251,224,72.97,111,46.84
7853,333,243,224,72.97,96,42.29
8421,344,251,224,72.97,135,57.69
8476,344,251,224,72.97,122,50.62
4387,318,232,224,72.96,107,48.42
1001,329,240,224,72.95,142,59.92
8523,292,213,224,72.95,76,37.62
330,340,248,224,72.94,113,47.08
344,340,248,224,72.94,131,54.81
672,340,248,224,72.94,78,33.05
1300,340,248,224,72.94,107,44.03
1975,340,248,224,72.94,115,47.52
4768,340,248,224,72.94,89,40.64
4787,340,248,224,72.94,96,43.24
4832,340,248,224,72.94,105,48.17
5360,340,248,224,72.94,122,51.91
6421,340,248,224,72.94,107,44.03
6736,340,248,224,72.94,115,49.57
7380,340,248,224,72.94,68,27.98
7398,340,248,224,72.94,59,25.88
8590,340,248,224,72.94,90,38.96
4455,351,256,224,72.93,128,53.78
6409,133,97,224,72.93,48,50.53
1120,336,245,224,72.92,118,50
2349,336,245,224,72.92,96,41.38
5945,336,245,224,72.92,108,46.55
5948,336,245,224,72.92,123,52.12
7145,325,237,224,72.92,104,45.02
7949,325,237,224,72.92,122,52.81
8033,336,245,224,72.92,170,86.73
408,347,253,224,72.91,112,46.09
428,347,253,224,72.91,99,41.42
1581,347,253,224,72.91,87,35.8
2629,347,253,224,72.91,125,52.08
2689,347,253,224,72.91,110,45.27
2763,347,253,224,72.91,86,35.68
3497,347,253,224,72.91,108,45.38
3864,347,253,224,72.91,96,39.67
3868,347,253,224,72.91,110,46.22
3960,347,253,224,72.91,139,56.28
3963,347,253,224,72.91,140,56.68
3972,347,253,224,72.91,118,48.76
4503,347,253,224,72.91,119,48.97
4510,347,253,224,72.91,106,45.11
6139,347,253,224,72.91,142,59.17
6790,347,253,224,72.91,131,53.25
7521,347,253,224,72.91,85,36.17
295,332,242,224,72.89,115,48.94
1227,343,250,224,72.89,19,7.82
2097,343,250,224,72.89,85,37.61
2098,343,250,224,72.89,78,32.77
2199,343,250,224,72.89,114,47.7
2358,343,250,224,72.89,108,45
2498,343,250,224,72.89,109,47.39
5306,343,250,224,72.89,101,42.62
5308,343,250,224,72.89,110,46.81
5416,343,250,224,72.89,120,51.06
5420,343,250,224,72.89,128,54.01
5421,343,250,224,72.89,128,54.24
6440,332,242,224,72.89,85,37.61
6441,332,242,224,72.89,107,47.35
7482,343,250,224,72.89,107,44.58
7905,332,242,224,72.89,90,39.47
7924,332,242,224,72.89,111,47.03
7996,343,250,224,72.89,116,48.33
7826,236,172,224,72.88,62,36.69
3294,328,239,224,72.87,141,64.09
6684,328,239,224,72.87,112,49.56
6961,328,239,224,72.87,60,26.91
8366,317,231,224,72.87,87,38.33
8539,328,239,224,72.87,84,38.71
8574,317,231,224,72.87,71,33.97
1265,339,247,224,72.86,112,48.07
1275,339,247,224,72.86,132,55.46
1287,339,247,224,72.86,100,45.87
1803,339,247,224,72.86,89,36.18
3047,339,247,224,72.86,113,46.89
3053,339,247,224,72.86,128,54.47
3283,339,247,224,72.86,73,31.06
4275,339,247,224,72.86,175,73.84
5726,339,247,224,72.86,137,58.55
5728,339,247,224,72.86,120,54.3
6331,339,247,224,72.86,113,49.56
6572,339,247,224,72.86,125,52.52
7959,339,247,224,72.86,76,32.34
3218,335,244,224,72.84,109,46.78
201,346,252,224,72.83,122,50.83
831,346,252,224,72.83,126,51.22
1954,346,252,224,72.83,84,36.21
2046,346,252,224,72.83,116,47.74
2451,346,252,224,72.83,113,46.69
2643,346,252,224,72.83,125,52.3
2772,346,252,224,72.83,117,48.55
3200,346,252,224,72.83,154,63.11
3749,346,252,224,72.83,98,43.17
4009,346,252,224,72.83,121,50
4010,346,252,224,72.83,140,57.61
4547,346,252,224,72.83,141,57.09
4558,346,252,224,72.83,105,44.12
5734,346,252,224,72.83,141,64.68
5765,346,252,224,72.83,85,36.48
5786,346,252,224,72.83,88,37.61
5795,346,252,224,72.83,96,43.24
6640,346,252,224,72.83,91,37.92
6801,346,252,224,72.83,115,49.15
7164,346,252,224,72.83,133,55.65
7170,346,252,224,72.83,118,48.36
7548,346,252,224,72.83,86,35.68
7551,346,252,224,72.83,71,29.1
7567,346,252,224,72.83,91,71.09
7655,346,252,224,72.83,79,32.92
8142,346,252,224,72.83,135,54.88
8153,346,252,224,72.83,109,45.23
8164,346,252,224,72.83,83,33.47
8192,346,252,224,72.83,97,40.59
6411,309,225,224,72.82,89,40.64
1830,342,249,224,72.81,134,55.6
2252,331,241,224,72.81,66,29.2
3475,342,249,224,72.81,97,40.08
3792,342,249,224,72.81,98,42.42
3797,342,249,224,72.81,111,48.05
5140,342,249,224,72.81,147,60.74
6434,331,241,224,72.81,136,58.12
6680,331,241,224,72.81,127,55.46
6737,342,249,224,72.81,106,44.92
6873,342,249,224,72.81,75,32.47
7308,342,249,224,72.81,100,42.37
7828,305,222,224,72.79,77,36.49
7893,283,206,224,72.79,79,40.1
758,338,246,224,72.78,128,54.01
3383,338,246,224,72.78,105,61.05
3385,338,246,224,72.78,101,43.91
4277,338,246,224,72.78,150,63.56
5261,349,254,224,72.78,91,37.92
6524,316,230,224,72.78,131,60.09
6583,338,246,224,72.78,133,57.33
6585,338,246,224,72.78,132,56.65
4357,323,235,224,72.76,108,48.65
5238,301,219,224,72.76,109,50.93
5240,301,219,224,72.76,125,60.68
224,345,251,224,72.75,108,45.19
228,345,251,224,72.75,120,49.18
232,345,251,224,72.75,115,47.72
614,345,251,224,72.75,136,56.43
738,345,251,224,72.75,117,48.95
1038,334,243,224,72.75,146,62.13
1892,345,251,224,72.75,118,48.56
2072,345,251,224,72.75,117,47.76
2762,345,251,224,72.75,98,41.18
2911,345,251,224,72.75,155,63.01
3307,345,251,224,72.75,111,47.64
3653,345,251,224,72.75,124,53.68
4067,345,251,224,72.75,69,28.28
4757,345,251,224,72.75,75,33.63
4907,334,243,224,72.75,101,44.3
4961,345,251,224,72.75,123,53.71
5834,345,251,224,72.75,79,34.35
5841,345,251,224,72.75,82,34.02
6659,345,251,224,72.75,137,57.81
6783,345,251,224,72.75,124,51.67
7528,345,251,224,72.75,73,30.67
7683,345,251,224,72.75,104,43.33
7703,345,251,224,72.75,109,45.04
7721,345,251,224,72.75,91,37.6
7754,345,251,224,72.75,102,43.59
7761,345,251,224,72.75,126,51.85
8198,345,251,224,72.75,126,52.07
8248,345,251,224,72.75,112,46.47
8620,334,243,224,72.75,144,62.07
8623,334,243,224,72.75,141,60
362,341,248,224,72.73,117,49.79
998,330,240,224,72.73,143,61.11
1549,341,248,224,72.73,106,45.3
1550,341,248,224,72.73,101,43.72
1968,341,248,224,72.73,149,60.82
2521,341,248,224,72.73,126,52.07
2522,341,248,224,72.73,158,65.56
2525,341,248,224,72.73,118,48.36
2530,341,248,224,72.73,115,50.44
2541,341,248,224,72.73,125,51.87
3546,341,248,224,72.73,132,55.46
3806,341,248,224,72.73,109,47.19
3813,341,248,224,72.73,147,66.82
3815,341,248,224,72.73,106,45.89
4615,341,248,224,72.73,105,44.3
4618,341,248,224,72.73,107,43.15
4633,341,248,224,72.73,93,39.24
5001,330,240,224,72.73,101,44.89
5208,330,240,224,72.73,86,37.72
6692,341,248,224,72.73,80,34.33
6700,341,248,224,72.73,112,48.48
6709,341,248,224,72.73,98,42.42
6721,341,248,224,72.73,99,41.6
6857,341,248,224,72.73,148,62.45
7372,341,248,224,72.73,82,35.81
7373,341,248,224,72.73,74,31.76
8072,330,240,224,72.73,123,53.25
403,348,253,224,72.7,124,55.61
1256,337,245,224,72.7,87,38.33
1321,337,245,224,72.7,89,39.38
1756,337,245,224,72.7,120,52.63
2423,348,253,224,72.7,87,36.1
3068,337,245,224,72.7,88,37.29
3087,337,245,224,72.7,110,46.41
3148,337,245,224,72.7,172,73.82
7127,315,229,224,72.7,44,20.95
7220,337,245,224,72.7,106,45.3
7247,337,245,224,72.7,96,41.03
8586,326,237,224,72.7,103,45.37
102,344,250,224,72.67,126,51.43
124,344,250,224,72.67,131,54.58
234,344,250,224,72.67,113,47.28
247,344,250,224,72.67,135,55.56
255,344,250,224,72.67,145,59.43
754,344,250,224,72.67,121,50.63
1055,344,250,224,72.67,117,49.16
1080,344,250,224,72.67,120,49.18
1193,344,250,224,72.67,144,59.26
2764,344,250,224,72.67,112,47.26
3325,344,250,224,72.67,130,55.32
5393,344,250,224,72.67,113,48.29
5701,333,242,224,72.67,99,43.81
5893,333,242,224,72.67,123,54.67
5932,333,242,224,72.67,109,48.02
7782,344,250,224,72.67,110,47.21
7786,344,250,224,72.67,89,37.87
7850,333,242,224,72.67,98,43.36
7916,333,242,224,72.67,115,50.44
8564,344,250,224,72.67,119,50.42
334,340,247,224,72.65,104,43.33
904,340,247,224,72.65,113,47.48
1167,340,247,224,72.65,114,48.72
1980,340,247,224,72.65,145,60.92
3266,340,247,224,72.65,80,33.61
4381,340,247,224,72.65,112,49.56
4651,340,247,224,72.65,105,46.05
4773,340,247,224,72.65,107,48.86
4776,340,247,224,72.65,109,48.88
5716,340,247,224,72.65,119,53.12
6325,340,247,224,72.65,136,58.37
6471,340,247,224,72.65,105,43.57
6556,340,247,224,72.65,91,39.74
7423,340,247,224,72.65,116,48.54
7419,307,223,224,72.64,87,40.09
1373,347,252,224,72.62,105,38.89
1394,347,252,224,72.62,113,46.12
2288,347,252,224,72.62,107,44.03
2793,347,252,224,72.62,146,50.34
3500,347,252,224,72.62,86,35.83
3833,336,244,224,72.62,92,40
3854,336,244,224,72.62,105,45.85
3871,347,252,224,72.62,100,43.67
3975,347,252,224,72.62,133,54.29
3978,347,252,224,72.62,113,46.31
3981,347,252,224,72.62,155,62
4438,347,252,224,72.62,103,42.04
4508,347,252,224,72.62,105,43.03
5046,336,244,224,72.62,105,47.95
6104,347,252,224,72.62,144,60.5
6123,347,252,224,72.62,121,50.84
6129,347,252,224,72.62,95,39.26
6162,347,252,224,72.62,84,35.59
6175,347,252,224,72.62,95,39.75
6208,347,252,224,72.62,148,61.92
7232,336,244,224,72.62,122,50.62
7260,336,244,224,72.62,56,24.14
7515,347,252,224,72.62,109,44.31
7516,347,252,224,72.62,102,42.86
7595,347,252,224,72.62,91,37.76
7596,347,252,224,72.62,105,44.12
7603,347,252,224,72.62,89,36.93
8039,336,244,224,72.62,144,61.54
8043,336,244,224,72.62,124,55.61
3304,303,220,224,72.61,79,37.8
5753,303,220,224,72.61,107,50.95
563,343,249,224,72.59,69,29.11
957,343,249,224,72.59,103,43.28
1021,332,241,224,72.59,135,58.95
1559,343,249,224,72.59,98,41.53
2383,343,249,224,72.59,106,49.3
4620,343,249,224,72.59,94,39.5
5128,343,249,224,72.59,136,58.37
5316,343,249,224,72.59,86,37.39
6359,343,249,224,72.59,104,43.7
6439,332,241,224,72.59,94,41.05
7991,343,249,224,72.59,83,35.02
3267,339,246,224,72.57,85,36.48
3932,339,246,224,72.57,135,56.49
3934,339,246,224,72.57,100,41.67
4792,339,246,224,72.57,118,51.3
5363,339,246,224,72.57,124,52.54
6921,339,246,224,72.57,95,40.08
566,328,238,224,72.56,122,52.59
1011,328,238,224,72.56,139,62.61
6745,306,222,224,72.55,90,42.06
204,346,251,224,72.54,115,46.37
601,346,251,224,72.54,131,54.13
1405,346,251,224,72.54,111,45.87
1738,346,251,224,72.54,104,43.33
1873,346,251,224,72.54,114,46.34
1917,335,243,224,72.54,107,46.72
2049,346,251,224,72.54,123,51.46
2645,346,251,224,72.54,91,38.24
3340,335,243,224,72.54,67,29
3624,346,251,224,72.54,128,54.01
3632,346,251,224,72.54,153,63.22
3889,346,251,224,72.54,95,40.25
3896,346,251,224,72.54,98,41.7
4568,346,251,224,72.54,135,55.33
4960,346,251,224,72.54,106,44.92
5565,346,251,224,72.54,146,60.08
5777,346,251,224,72.54,77,34.07
5826,346,251,224,72.54,85,35.12
5935,335,243,224,72.54,109,47.19
5971,335,243,224,72.54,127,56.7
6263,346,251,224,72.54,71,30.47
6643,346,251,224,72.54,88,36.67
6796,346,251,224,72.54,102,42.86
6824,346,251,224,72.54,138,56.79
6977,335,243,224,72.54,85,38.12
7615,346,251,224,72.54,85,35.27
7622,346,251,224,72.54,93,39.08
7624,346,251,224,72.54,91,37.14
7647,346,251,224,72.54,89,36.33
7660,346,251,224,72.54,89,36.48
8182,346,251,224,72.54,85,35.86
4730,324,235,224,72.53,100,44.05
1824,342,248,224,72.51,129,54.43
2210,342,248,224,72.51,125,52.97
3478,342,248,224,72.51,100,42.19
3535,342,248,224,72.51,136,56.67
3536,342,248,224,72.51,116,48.33
5164,331,240,224,72.51,74,32.17
6302,342,248,224,72.51,120,50.85
6319,342,248,224,72.51,121,53.07
8062,331,240,224,72.51,122,53.74
5683,320,232,224,72.5,108,49.32
886,338,245,224,72.49,102,43.22
1473,338,245,224,72.49,120,50.42
1506,338,245,224,72.49,132,56.41
6586,338,245,224,72.49,135,60.27
8081,338,245,224,72.49,89,40.27
4912,316,229,224,72.47,99,45.62
6528,316,229,224,72.47,115,51.8
8364,316,229,224,72.47,82,36.12
71,345,250,224,72.46,106,43.98
82,345,250,224,72.46,132,55.23
100,345,250,224,72.46,134,54.69
223,345,250,224,72.46,122,50.62
229,345,250,224,72.46,106,43.09
298,334,242,224,72.46,100,43.86
698,345,250,224,72.46,132,54.55
1039,334,242,224,72.46,130,55.08
1043,334,242,224,72.46,139,58.9
1890,345,250,224,72.46,109,46.98
1903,334,242,224,72.46,120,51.06
1912,334,242,224,72.46,118,50.64
2275,345,250,224,72.46,84,35.44
2642,345,250,224,72.46,129,55.13
2754,345,250,224,72.46,88,36.21
2759,345,250,224,72.46,103,46.61
2888,345,250,224,72.46,115,47.13
3312,345,250,224,72.46,120,52.4
3602,345,250,224,72.46,115,48.12
3725,345,250,224,72.46,81,34.18
4829,345,250,224,72.46,128,54.24
5418,345,250,224,72.46,99,41.25
5835,345,250,224,72.46,101,42.8
5838,345,250,224,72.46,77,32.77
5886,334,242,224,72.46,90,40
6661,345,250,224,72.46,108,44.63
7191,345,250,224,72.46,118,49.58
7212,345,250,224,72.46,117,47.76
7680,345,250,224,72.46,93,38.11
7713,345,250,224,72.46,112,46.86
3355,323,234,224,72.45,86,39.27
4741,323,234,224,72.45,98,44.75
2518,341,247,224,72.43,108,45
2532,341,247,224,72.43,112,47.46
2546,341,247,224,72.43,110,45.83
2552,341,247,224,72.43,136,57.38
3057,341,247,224,72.43,133,54.96
4814,341,247,224,72.43,128,55.9
5234,301,218,224,72.43,94,46.31
6385,341,247,224,72.43,143,60.08
6852,341,247,224,72.43,159,67.66
7426,341,247,224,72.43,96,42.67
4904,330,239,224,72.42,132,57.89
5909,330,239,224,72.42,77,33.92
7879,330,239,224,72.42,97,41.99
7880,330,239,224,72.42,119,51.52
8290,330,239,224,72.42,63,26.92
419,348,252,224,72.41,126,51.22
5851,337,244,224,72.4,139,58.65
7221,337,244,224,72.4,117,49.79
548,326,236,224,72.39,54,24
239,344,249,224,72.38,133,52.99
244,344,249,224,72.38,164,66.67
248,344,249,224,72.38,142,58.44
284,344,249,224,72.38,139,56.73
742,344,249,224,72.38,126,51.85
939,344,249,224,72.38,113,46.12
1062,344,249,224,72.38,110,46.22
1846,344,249,224,72.38,132,55.7
2707,344,249,224,72.38,120,50.21
2765,344,249,224,72.38,96,41.2
3710,344,249,224,72.38,89,37.39
7205,344,249,224,72.38,117,48.95
7783,344,249,224,72.38,88,37.61
7802,344,249,224,72.38,100,41.15
7835,344,249,224,72.38,103,46.82
7888,286,207,224,72.38,88,44.67
367,333,241,224,72.37,68,29.96
369,333,241,224,72.37,92,40.53
1922,333,241,224,72.37,114,50.89
3027,333,241,224,72.37,109,47.39
3108,333,241,224,72.37,96,42.11
5938,333,241,224,72.37,94,40.52
7265,304,220,224,72.37,67,32.06
7852,333,241,224,72.37,89,39.91
8626,333,241,224,72.37,154,66.09
8629,304,220,224,72.37,118,55.92
5876,322,233,224,72.36,128,56.39
8377,322,233,224,72.36,92,41.63
1970,340,246,224,72.35,121,53.07
2140,340,246,224,72.35,104,44.44
4649,340,246,224,72.35,116,49.36
4767,340,246,224,72.35,76,33.48
5369,340,246,224,72.35,82,36.77
5609,311,225,224,72.35,75,35.71
6722,340,246,224,72.35,105,45.65
7386,340,246,224,72.35,88,38.43
7396,340,246,224,72.35,68,28.69
7811,340,246,224,72.35,85,37.12
7818,340,246,224,72.35,102,44.16
5333,235,170,224,72.34,33,20.37
388,347,251,224,72.33,120,49.59
792,347,251,224,72.33,120,50.63
807,347,251,224,72.33,101,42.26
1376,347,251,224,72.33,117,48.15
1390,347,251,224,72.33,106,45.3
1579,347,251,224,72.33,131,54.81
2435,347,251,224,72.33,94,39.83
2445,347,251,224,72.33,101,40.89
3486,347,251,224,72.33,80,32.92
3506,347,251,224,72.33,95,39.92
3509,347,251,224,72.33,99,41.25
3862,347,251,224,72.33,101,41.56
3968,347,251,224,72.33,135,55.33
3988,347,251,224,72.33,148,59.68
4417,347,251,224,72.33,112,46.47
4430,347,251,224,72.33,117,48.75
4584,347,251,224,72.33,118,49.37
6091,347,251,224,72.33,106,44.92
6176,347,251,224,72.33,85,36.96
6179,347,251,224,72.33,123,50.62
6212,347,251,224,72.33,105,42.68
7505,347,251,224,72.33,79,32.38
4295,336,243,224,72.32,73,32.44
5048,336,243,224,72.32,93,42.08
5049,336,243,224,72.32,92,40.35
7950,289,209,224,72.32,93,46.04
8045,336,243,224,72.32,131,57.71
283,343,248,224,72.3,129,55.84
1822,343,248,224,72.3,131,53.69
2100,343,248,224,72.3,72,30.38
2380,343,248,224,72.3,112,48.48
2400,343,248,224,72.3,136,55.51
4148,343,248,224,72.3,80,33.76
5080,343,248,224,72.3,124,53.68
5229,343,248,224,72.3,103,43.1
5314,343,248,224,72.3,105,43.93
5423,343,248,224,72.3,107,44.96
6356,343,248,224,72.3,82,34.17
7017,343,248,224,72.3,96,39.83
7837,343,248,224,72.3,89,39.91
8554,343,248,224,72.3,131,54.13
8556,343,248,224,72.3,107,44.58
3037,332,240,224,72.29,118,50.86
6896,332,240,224,72.29,101,47.2
6901,332,240,224,72.29,111,50.23
7894,332,240,224,72.29,92,40.71
621,339,245,224,72.27,122,51.91
879,339,245,224,72.27,96,40.85
908,339,245,224,72.27,107,45.53
1279,339,245,224,72.27,108,45.57
1788,339,245,224,72.27,104,44.26
1798,339,245,224,72.27,105,45.65
3048,339,245,224,72.27,125,52.08
3275,339,245,224,72.27,73,31.47
3277,339,245,224,72.27,88,37.29
3945,339,245,224,72.27,137,57.32
4847,339,245,224,72.27,103,44.59
4848,339,245,224,72.27,122,53.74
4863,339,245,224,72.27,108,46.75
5388,339,245,224,72.27,108,48
6935,339,245,224,72.27,111,47.64
8073,339,245,224,72.27,100,46.73
1010,328,237,224,72.26,128,57.14
4319,310,224,224,72.26,109,50.93
4892,310,224,224,72.26,74,35.07
1196,346,250,224,72.25,128,53.78
1729,346,250,224,72.25,113,47.28
2052,346,250,224,72.25,137,58.05
2446,346,250,224,72.25,95,40.77
3195,346,250,224,72.25,171,70.95
3515,346,250,224,72.25,95,40.6
3890,346,250,224,72.25,91,38.4
4021,346,250,224,72.25,135,55.79
4563,346,250,224,72.25,90,38.79
5598,346,250,224,72.25,149,60.82
5767,346,250,224,72.25,88,36.67
6244,346,250,224,72.25,139,57.92
6248,346,250,224,72.25,123,51.04
6249,346,250,224,72.25,121,50.63
6272,346,250,224,72.25,133,55.42
6273,346,250,224,72.25,128,54.24
6632,346,250,224,72.25,93,39.74
7169,346,250,224,72.25,120,49.18
7172,346,250,224,72.25,112,46.67
7550,346,250,224,72.25,103,43.28
7563,346,250,224,72.25,61,25.63
7700,346,250,224,72.25,107,44.96
8148,346,250,224,72.25,97,40.93
3203,335,242,224,72.24,90,39.47
3204,335,242,224,72.24,103,45.58
5345,335,242,224,72.24,87,38.16
5710,335,242,224,72.24,103,45.78
5956,335,242,224,72.24,125,55.8
8303,335,242,224,72.24,134,57.02
1852,342,247,224,72.22,134,55.37
2219,342,247,224,72.22,128,52.89
2611,342,247,224,72.22,83,35.93
3333,342,247,224,72.22,73,30.67
3469,342,247,224,72.22,123,51.9
3473,342,247,224,72.22,93,39.91
3476,342,247,224,72.22,98,41
3528,342,247,224,72.22,156,65.27
3532,342,247,224,72.22,131,54.13
3541,342,247,224,72.22,127,52.26
4627,342,247,224,72.22,94,39.33
5135,342,247,224,72.22,103,44.21
6320,342,247,224,72.22,107,46.32
7096,342,247,224,72.22,77,32.35
7858,324,234,224,72.22,106,47.32
6163,349,252,224,72.21,132,53.01
4372,313,226,224,72.2,104,50.24
885,338,244,224,72.19,91,38.72
993,338,244,224,72.19,111,47.64
1280,338,244,224,72.19,129,53.75
3064,338,244,224,72.19,133,56.84
3389,338,244,224,72.19,117,49.16
4283,338,244,224,72.19,152,64.14
6404,338,244,224,72.19,114,48.1
4957,266,192,224,72.18,75,40.98
4958,266,192,224,72.18,70,38.89
7890,284,205,224,72.18,109,55.33
7892,284,205,224,72.18,82,41
75,345,249,224,72.17,123,51.46
219,345,249,224,72.17,123,52.79
2301,345,249,224,72.17,84,34.85
2695,345,249,224,72.17,116,48.54
2757,345,249,224,72.17,89,37.71
3658,345,249,224,72.17,142,60.43
3669,345,249,224,72.17,138,58.23
4060,345,249,224,72.17,75,31.65
4973,345,249,224,72.17,110,47.62
7200,345,249,224,72.17,124,53.22
7730,345,249,224,72.17,89,38.03
8246,345,249,224,72.17,108,45.76
8477,345,249,224,72.17,155,64.85
378,334,241,224,72.16,89,39.04
3214,334,241,224,72.16,90,39.3
3215,334,241,224,72.16,87,39.37
8618,334,241,224,72.16,159,67.66
4915,316,228,224,72.15,87,40.28
6335,237,171,224,72.15,74,47.13
6526,316,228,224,72.15,141,66.2
1546,341,246,224,72.14,118,49.17
2534,341,246,224,72.14,121,51.05
3564,341,246,224,72.14,126,53.62
3570,341,246,224,72.14,110,46.81
3571,341,246,224,72.14,131,55.51
3818,341,246,224,72.14,126,55.02
3821,341,246,224,72.14,111,47.84
6706,341,246,224,72.14,101,44.1
7367,341,246,224,72.14,83,35.78
7376,341,246,224,72.14,103,43.83
7429,341,246,224,72.14,119,50.42
805,348,251,224,72.13,120,51.95
827,348,251,224,72.13,116,46.96
3995,348,251,224,72.13,120,50.21
4602,348,251,224,72.13,139,59.4
6809,348,251,224,72.13,120,50.63
1667,312,225,224,72.12,38,18.01
2861,330,238,224,72.12,137,59.05
3576,330,238,224,72.12,122,55.2
4894,330,238,224,72.12,117,51.54
4998,330,238,224,72.12,86,36.6
1253,337,243,224,72.11,81,35.53
1755,337,243,224,72.11,121,52.84
1758,337,243,224,72.11,141,58.26
5954,337,243,224,72.11,126,54.55
6337,276,199,224,72.1,90,48.91
274,344,248,224,72.09,128,47.94
843,344,248,224,72.09,109,47.39
924,344,248,224,72.09,129,55.36
1058,344,248,224,72.09,106,45.49
3724,344,248,224,72.09,92,38.66
4708,344,248,224,72.09,93,39.91
6367,301,217,224,72.09,114,54.55
6539,344,248,224,72.09,108,48.21
7775,344,248,224,72.09,100,42.19
7792,344,248,224,72.09,71,30.08
4157,283,204,224,72.08,98,50.52
4889,308,222,224,72.08,71,33.65
1017,333,240,224,72.07,123,52.12
1920,333,240,224,72.07,124,52.99
3033,333,240,224,72.07,110,48.03
324,340,245,224,72.06,108,45.19
341,340,245,224,72.06,107,44.77
1142,340,245,224,72.06,116,50.66
1344,340,245,224,72.06,104,46.85
2146,340,245,224,72.06,109,46.19
2150,340,245,224,72.06,108,46.15
6739,340,245,224,72.06,104,44.26
7461,340,245,224,72.06,128,54.47
390,347,250,224,72.05,128,52.89
392,347,250,224,72.05,112,45.71
425,347,250,224,72.05,124,51.24
1582,347,250,224,72.05,109,45.99
1587,347,250,224,72.05,95,40.43
1941,347,250,224,72.05,19,8.23
2274,347,250,224,72.05,103,45.37
2421,347,250,224,72.05,101,42.98
2431,347,250,224,72.05,113,48.09
2441,347,250,224,72.05,115,48.94
3184,347,250,224,72.05,136,56.43
