mesa,habilitados,votaron,positivos,participacion,502 CAMBIEMOS,% 502 CAMBIEMOS
5218,343,227,224,66.18,104,47.93
5242,346,229,224,66.18,97,45.54
5266,346,229,224,66.18,86,41.35
5283,343,227,224,66.18,106,48.18
5479,346,229,224,66.18,143,63.84
5522,346,229,224,66.18,112,52.58
5526,346,229,224,66.18,135,61.36
5529,346,229,224,66.18,135,63.08
5659,343,227,224,66.18,102,47.22
5664,343,227,224,66.18,103,48.13
5980,343,227,224,66.18,95,45.67
6255,346,229,224,66.18,97,45.97
6831,346,229,224,66.18,123,56.16
7052,343,227,224,66.18,73,34.11
7074,343,227,224,66.18,93,43.87
7466,340,225,224,66.18,79,37.98
7574,346,229,224,66.18,77,35.16
7659,346,229,224,66.18,69,31.22
8149,346,229,224,66.18,91,43.33
8280,343,227,224,66.18,78,35.14
1685,337,223,224,66.17,63,29.44
5853,337,223,224,66.17,118,55.92
5900,334,221,224,66.17,82,40.8
8611,334,221,224,66.17,122,57.55
639,328,217,224,66.16,38,18.63
4226,331,219,224,66.16,42,19.63
4727,65,43,224,66.15,22,55
88,345,228,224,66.09,123,54.91
139,345,228,224,66.09,121,54.5
161,345,228,224,66.09,134,60.91
704,345,228,224,66.09,89,40.83
2294,345,228,224,66.09,76,34.86
2298,345,228,224,66.09,89,41.2
2299,345,228,224,66.09,96,43.64
2683,345,228,224,66.09,93,42.86
2753,345,228,224,66.09,93,42.27
3674,345,228,224,66.09,129,61.72
3764,345,228,224,66.09,94,44.34
4690,345,228,224,66.09,91,41.74
5637,348,230,224,66.09,91,41.94
6021,345,228,224,66.09,52,24.19
6031,345,228,224,66.09,81,38.21
6035,345,228,224,66.09,46,20.91
6041,345,228,224,66.09,50,24.39
7182,345,228,224,66.09,114,51.82
30,342,226,224,66.08,111,50.68
35,342,226,224,66.08,111,49.55
452,342,226,224,66.08,71,34.8
479,339,224,224,66.08,79,38.35
685,339,224,224,66.08,83,39.34
1368,339,224,224,66.08,11,6.71
2211,342,226,224,66.08,92,42.59
2242,342,226,224,66.08,127,58.26
3793,342,226,224,66.08,110,51.4
5133,342,226,224,66.08,110,51.16
5729,339,224,224,66.08,91,45.27
6520,339,224,224,66.08,88,41.12
6928,339,224,224,66.08,102,47.44
6932,339,224,224,66.08,105,49.76
372,333,220,224,66.07,76,36.54
1317,336,222,224,66.07,61,28.91
6448,333,220,224,66.07,97,48.02
6472,112,74,224,66.07,36,48.65
3020,330,218,224,66.06,121,56.54
547,324,214,224,66.05,53,26.63
4739,324,214,224,66.05,63,31.19
4312,309,204,224,66.02,82,41
6413,309,204,224,66.02,111,56.92
5604,300,198,224,66,100,52.63
99,347,229,224,65.99,130,58.04
1199,344,227,224,65.99,82,37.44
1414,347,229,224,65.99,115,52.27
1419,347,229,224,65.99,106,47.11
1645,347,229,224,65.99,70,33.02
1704,347,229,224,65.99,100,49.02
1710,347,229,224,65.99,111,50.68
1930,347,229,224,65.99,83,37.56
2708,344,227,224,65.99,83,38.07
2780,347,229,224,65.99,113,51.83
2963,347,229,224,65.99,62,28.7
4146,344,227,224,65.99,96,44.24
4707,344,227,224,65.99,83,38.97
4723,344,227,224,65.99,62,28.57
5464,347,229,224,65.99,110,50.23
5468,347,229,224,65.99,112,53.33
6087,347,229,224,65.99,91,42.72
6180,347,229,224,65.99,124,57.14
6199,347,229,224,65.99,86,39.27
6206,347,229,224,65.99,102,46.58
6213,347,229,224,65.99,127,58.8
7779,344,227,224,65.99,14,11.38
8111,344,227,224,65.99,104,50.24
8442,344,227,224,65.99,105,48.17
8466,344,227,224,65.99,118,54.88
8474,344,227,224,65.99,0,0
60,341,225,224,65.98,114,52.78
338,341,225,224,65.98,103,47.69
1676,338,223,224,65.98,73,34.6
1991,341,225,224,65.98,72,34.78
2011,341,225,224,65.98,60,28.3
2517,341,225,224,65.98,100,46.95
3386,338,223,224,65.98,68,32.54
4305,335,221,224,65.97,55,26.19
5349,335,221,224,65.97,79,41.15
5334,235,155,224,65.96,28,18.42
7217,188,124,224,65.96,28,24.35
8385,285,188,224,65.96,106,58.56
1432,346,228,224,65.9,93,42.66
1708,349,230,224,65.9,106,47.53
1724,346,228,224,65.9,105,47.3
1734,346,228,224,65.9,111,50.68
1946,346,228,224,65.9,73,33.95
2265,346,228,224,65.9,92,42.2
2644,346,228,224,65.9,75,34.4
2923,346,228,224,65.9,42,19.27
3742,346,228,224,65.9,70,33.49
3744,346,228,224,65.9,93,42.47
3909,346,228,224,65.9,83,38.79
4026,346,228,224,65.9,132,59.73
5243,346,228,224,65.9,74,35.07
5484,346,228,224,65.9,131,60.37
5525,346,228,224,65.9,116,52.49
5571,346,228,224,65.9,100,45.87
5595,346,228,224,65.9,95,43.38
6195,349,230,224,65.9,110,50.93
6260,346,228,224,65.9,79,36.74
7651,346,228,224,65.9,114,51.12
8155,346,228,224,65.9,90,41.47
8161,346,228,224,65.9,90,40.72
10,343,226,224,65.89,128,57.92
1225,343,226,224,65.89,105,49.07
1245,343,226,224,65.89,95,44.6
2497,343,226,224,65.89,105,48.61
4925,343,226,224,65.89,129,60.85
7051,343,226,224,65.89,81,37.5
7073,343,226,224,65.89,76,36.36
1157,340,224,224,65.88,103,47.47
2157,340,224,224,65.88,94,44.55
3080,337,222,224,65.88,106,50.48
7453,340,224,224,65.88,88,40.55
7464,340,224,224,65.88,86,40.19
5673,293,193,224,65.87,76,40.86
8277,243,160,224,65.84,67,44.37
8512,319,210,224,65.83,97,50
4911,316,208,224,65.82,61,31.61
66,345,227,224,65.8,98,44.75
129,345,227,224,65.8,111,51.15
132,345,227,224,65.8,129,59.45
137,345,227,224,65.8,130,59.63
170,345,227,224,65.8,137,61.99
2321,345,227,224,65.8,77,35.65
2668,345,227,224,65.8,68,31.48
2775,348,229,224,65.8,87,39.91
2969,345,227,224,65.8,70,33.65
3322,345,227,224,65.8,86,40.76
3664,345,227,224,65.8,125,57.87
3684,345,227,224,65.8,120,56.34
3696,345,227,224,65.8,145,66.21
3761,345,227,224,65.8,66,32.04
4692,345,227,224,65.8,95,44.6
5248,348,229,224,65.8,95,45.02
5267,345,227,224,65.8,95,44.81
6020,345,227,224,65.8,55,26.07
6030,345,227,224,65.8,64,31.37
6034,345,227,224,65.8,69,32.39
6054,345,227,224,65.8,57,27.8
6344,269,177,224,65.8,60,35.29
6833,348,229,224,65.8,117,54.17
7196,345,227,224,65.8,108,48.65
8402,345,227,224,65.8,108,50
5,342,225,224,65.79,130,59.63
41,342,225,224,65.79,106,49.07
511,342,225,224,65.79,87,41.04
518,342,225,224,65.79,110,50.46
2240,342,225,224,65.79,122,56.22
4932,342,225,224,65.79,140,66.67
5327,342,225,224,65.79,88,41.31
864,339,223,224,65.78,79,37.09
1175,339,223,224,65.78,112,53.59
3376,339,223,224,65.78,77,35
4869,339,223,224,65.78,97,45.12
7218,187,123,224,65.78,33,27.97
5953,336,221,224,65.77,120,57.42
7408,295,194,224,65.76,99,53.51
8386,286,188,224,65.73,99,56.57
91,347,228,224,65.71,113,51.83
389,347,228,224,65.71,99,46.26
1633,347,228,224,65.71,78,36.45
1655,347,228,224,65.71,79,37.62
2787,347,228,224,65.71,77,35.98
2850,347,228,224,65.71,85,39.91
2851,347,228,224,65.71,81,38.03
3957,347,228,224,65.71,125,55.56
4461,347,228,224,65.71,110,50
4525,347,228,224,65.71,88,40.74
6174,347,228,224,65.71,89,41.4
6228,347,228,224,65.71,103,48.36
6230,347,228,224,65.71,72,33.8
1083,344,226,224,65.7,117,54.17
2490,344,226,224,65.7,118,53.15
4128,344,226,224,65.7,67,32.06
5748,309,203,224,65.7,90,46.88
7003,344,226,224,65.7,57,27.14
8117,344,226,224,65.7,102,48.11
8120,344,226,224,65.7,124,58.49
8414,344,226,224,65.7,111,50.23
1994,341,224,224,65.69,70,32.71
3549,341,224,224,65.69,91,44.39
3824,341,224,224,65.69,102,47.66
7350,341,224,224,65.69,90,43.06
1680,338,222,224,65.68,71,33.97
3382,338,222,224,65.68,106,49.07
8494,335,220,224,65.67,111,54.15
8496,335,220,224,65.67,115,55.83
3606,329,216,224,65.65,82,39.61
4839,294,193,224,65.65,86,46.99
8335,329,216,224,65.65,75,36.06
8338,329,216,224,65.65,73,35.1
7346,291,191,224,65.64,139,73.94
4359,323,212,224,65.63,68,33.33
4238,320,210,224,65.62,114,56.72
1449,346,227,224,65.61,105,47.73
1455,346,227,224,65.61,104,48.6
1753,346,227,224,65.61,95,42.79
1949,346,227,224,65.61,75,34.56
1951,346,227,224,65.61,82,37.61
4554,346,227,224,65.61,81,36.49
5499,346,227,224,65.61,122,56.22
5590,346,227,224,65.61,131,59.28
5817,346,227,224,65.61,73,33.95
6245,346,227,224,65.61,114,52.78
6280,346,227,224,65.61,56,35
7656,346,227,224,65.61,65,29.68
8147,346,227,224,65.61,92,43.6
18,343,225,224,65.6,121,56.28
962,343,225,224,65.6,116,52.73
966,343,225,224,65.6,103,49.05
1223,343,225,224,65.6,94,45.63
1244,343,225,224,65.6,106,49.77
2093,343,225,224,65.6,78,38.61
4118,343,225,224,65.6,103,47.91
5089,343,225,224,65.6,110,51.89
5098,343,225,224,65.6,109,50.23
5324,343,225,224,65.6,86,40
7024,343,225,224,65.6,79,37.44
463,340,223,224,65.59,57,27.01
1151,340,223,224,65.59,110,50.46
1158,340,223,224,65.59,92,43.4
2155,340,223,224,65.59,85,41.06
2579,340,223,224,65.59,99,47.14
2584,340,223,224,65.59,91,41.94
7468,340,223,224,65.59,78,36.11
7943,340,223,224,65.59,86,40.95
4172,308,202,224,65.58,63,32.64
4317,308,202,224,65.58,92,47.92
5887,334,219,224,65.57,112,54.37
2839,348,228,224,65.52,99,45.41
78,345,226,224,65.51,118,54.13
98,345,226,224,65.51,114,50.67
149,345,226,224,65.51,124,55.86
2289,345,226,224,65.51,88,42.11
2303,345,226,224,65.51,90,42.25
2667,345,226,224,65.51,71,32.72
2961,345,226,224,65.51,60,28.04
2968,345,226,224,65.51,82,40.2
3704,345,226,224,65.51,81,37.5
6044,345,226,224,65.51,72,33.8
8219,345,226,224,65.51,93,42.66
8405,345,226,224,65.51,97,45.97
521,342,224,224,65.5,113,51.6
2173,342,224,224,65.5,64,30.33
2216,342,224,224,65.5,105,48.17
2231,342,224,224,65.5,108,49.54
776,339,222,224,65.49,111,52.61
1165,339,222,224,65.49,95,44.39
5623,339,222,224,65.49,124,57.67
6519,339,222,224,65.49,66,31.73
5205,330,216,224,65.45,87,42.03
159,347,227,224,65.42,119,56.13
1689,347,227,224,65.42,96,45.71
1713,347,227,224,65.42,117,54.17
2827,347,227,224,65.42,94,43.32
2837,347,227,224,65.42,83,39.15
4434,347,227,224,65.42,93,43.87
4500,347,227,224,65.42,91,42.13
5244,347,227,224,65.42,100,45.66
6083,347,227,224,65.42,94,43.32
6084,347,227,224,65.42,77,37.93
6156,347,227,224,65.42,113,52.31
6158,347,227,224,65.42,121,57.35
6224,347,227,224,65.42,101,46.12
914,344,225,224,65.41,99,46.48
1207,344,225,224,65.41,76,35.51
2735,344,225,224,65.41,95,43.58
4720,344,225,224,65.41,67,31.6
5130,344,225,224,65.41,101,46.98
8419,344,225,224,65.41,123,57.75
8427,344,225,224,65.41,91,41.55
8431,344,225,224,65.41,114,53.52
8451,344,225,224,65.41,92,42.99
8456,344,225,224,65.41,116,54.46
8470,344,225,224,65.41,115,53.99
439,341,223,224,65.4,65,29.82
517,341,223,224,65.4,103,47.47
676,341,223,224,65.4,84,40.58
764,338,221,224,65.38,105,49.07
3337,286,187,224,65.38,73,45.62
7403,182,119,224,65.38,43,39.09
2352,335,219,224,65.37,74,35.41
5351,335,219,224,65.37,77,39.29
8498,335,219,224,65.37,113,54.59
8340,329,215,224,65.35,61,30.2
1439,346,226,224,65.32,113,50.45
1714,346,226,224,65.32,118,53.39
2304,346,226,224,65.32,101,46.76
2921,346,226,224,65.32,68,32.38
3627,346,226,224,65.32,144,66.67
3633,346,226,224,65.32,114,53.27
3644,346,226,224,65.32,20,16.81
3755,346,226,224,65.32,70,33.65
3756,346,226,224,65.32,68,31.48
4044,346,226,224,65.32,74,34.58
4572,346,226,224,65.32,98,46.45
5246,346,226,224,65.32,94,42.53
5507,346,226,224,65.32,106,49.53
5520,346,226,224,65.32,32,17.98
5536,346,226,224,65.32,108,51.92
5806,346,226,224,65.32,70,32.86
5818,346,226,224,65.32,70,30.84
6277,346,226,224,65.32,88,41.31
7544,346,226,224,65.32,66,29.6
657,343,224,224,65.31,75,37.69
958,343,224,224,65.31,88,40.93
1214,343,224,224,65.31,95,45.45
2512,343,224,224,65.31,112,51.38
4926,343,224,224,65.31,144,66.98
5117,343,224,224,65.31,105,49.07
5288,343,224,224,65.31,111,51.39
5429,343,224,224,65.31,97,45.75
6751,294,192,224,65.31,114,64.77
7042,343,224,224,65.31,80,38.46
7071,343,224,224,65.31,100,46.3
349,340,222,224,65.29,106,50.96
469,340,222,224,65.29,52,27.23
7448,340,222,224,65.29,95,44.81
785,337,220,224,65.28,126,58.6
8503,337,220,224,65.28,94,46.08
6942,308,201,224,65.26,53,27.75
90,345,225,224,65.22,86,39.27
146,345,225,224,65.22,127,57.99
154,345,225,224,65.22,117,53.92
1181,345,225,224,65.22,123,55.66
2879,345,225,224,65.22,89,40.83
4700,345,225,224,65.22,62,30.1
6011,345,225,224,65.22,78,37.14
6012,345,225,224,65.22,71,33.97
6057,345,225,224,65.22,52,24.76
6059,345,225,224,65.22,73,33.8
8388,345,225,224,65.22,97,45.12
8393,345,225,224,65.22,112,54.11
8,342,223,224,65.2,113,51.6
470,342,223,224,65.2,72,33.03
536,342,223,224,65.2,101,46.76
6742,342,223,224,65.2,85,40.87
868,339,221,224,65.19,84,39.07
972,339,221,224,65.19,106,52.74
6513,339,221,224,65.19,68,33.83
6515,339,221,224,65.19,83,40.29
6929,339,221,224,65.19,112,54.37
1127,336,219,224,65.18,106,50.24
1305,336,219,224,65.18,67,31.46
6945,307,200,224,65.15,81,41.97
6969,327,213,224,65.14,31,15.2
1410,347,226,224,65.13,95,44.39
1411,347,226,224,65.13,90,41.28
1416,347,226,224,65.13,107,50.95
1431,347,226,224,65.13,85,39.17
1596,347,226,224,65.13,72,33.03
1608,347,226,224,65.13,78,36.45
1628,347,226,224,65.13,74,34.91
2771,347,226,224,65.13,94,44.13
4322,304,198,224,65.13,70,36.65
4457,347,226,224,65.13,74,35.41
4475,347,226,224,65.13,108,50.94
5441,347,226,224,65.13,126,59.15
6066,347,226,224,65.13,65,30.37
6149,347,226,224,65.13,88,40.37
6150,347,226,224,65.13,105,51.22
117,344,224,224,65.12,119,54.59
1074,344,224,224,65.12,115,53.74
2746,344,224,224,65.12,84,39.25
3721,344,224,224,65.12,63,30.43
5332,344,224,224,65.12,72,34.29
7977,341,222,224,65.1,55,25.58
7412,295,192,224,65.08,60,32.09
8501,335,218,224,65.07,114,54.03
8502,335,218,224,65.07,113,53.55
3426,332,216,224,65.06,85,42.5
1438,346,225,224,65.03,104,48.37
1740,346,225,224,65.03,106,48.62
1960,346,225,224,65.03,78,35.94
2055,346,225,224,65.03,103,47.91
2856,346,225,224,65.03,101,46.54
5245,346,225,224,65.03,95,44.6
5252,346,225,224,65.03,88,40.93
5255,346,225,224,65.03,109,51.17
5472,346,225,224,65.03,135,62.21
5545,346,225,224,65.03,94,44.34
5566,346,225,224,65.03,134,63.21
6794,346,225,224,65.03,98,46.45
3353,323,210,224,65.02,70,36.65
38,343,223,224,65.01,106,49.07
948,343,223,224,65.01,115,52.75
1234,343,223,224,65.01,93,43.66
2109,343,223,224,65.01,74,34.58
2508,343,223,224,65.01,102,48.34
2510,343,223,224,65.01,106,49.07
4124,343,223,224,65.01,73,33.8
4920,343,223,224,65.01,143,69.76
5318,343,223,224,65.01,99,46.05
7047,343,223,224,65.01,78,36.11
355,340,221,224,65,103,49.28
1135,340,221,224,65,117,53.92
5374,340,221,224,65,119,57.49
8273,297,193,224,64.98,132,71.74
1590,348,226,224,64.94,70,32.11
4173,308,200,224,64.94,37,19.68
4597,348,226,224,64.94,92,44.02
7612,348,226,224,64.94,80,37.04
76,345,224,224,64.93,118,55.66
131,345,224,224,64.93,109,50.7
730,345,224,224,64.93,115,54.5
1229,345,224,224,64.93,88,41.12
2282,345,224,224,64.93,86,40.38
2286,345,224,224,64.93,88,41.51
2292,345,224,224,64.93,79,38.73
2305,345,224,224,64.93,79,37.62
4679,345,224,224,64.93,79,36.74
6009,345,224,224,64.93,57,26.27
6043,345,224,224,64.93,57,27.8
6045,345,224,224,64.93,66,31.73
8151,345,224,224,64.93,104,47.93
36,342,222,224,64.91,113,53.55
50,342,222,224,64.91,103,49.05
540,342,222,224,64.91,88,41.31
4934,342,222,224,64.91,145,70.05
7973,342,222,224,64.91,62,29.11
8505,285,185,224,64.91,87,50.88
1679,339,220,224,64.9,76,35.85
3084,339,220,224,64.9,86,41.35
6460,339,220,224,64.9,89,41.59
6511,339,220,224,64.9,82,41
6512,339,220,224,64.9,79,37.8
8488,336,218,224,64.88,106,51.21
8489,336,218,224,64.88,95,45.89
5890,333,216,224,64.86,89,43.2
1624,347,225,224,64.84,60,28.44
1629,347,225,224,64.84,98,45.58
1699,347,225,224,64.84,114,50.89
1703,347,225,224,64.84,79,36.74
2791,347,225,224,64.84,92,42.79
2811,347,225,224,64.84,98,46.45
4458,347,225,224,64.84,113,51.83
6196,347,225,224,64.84,102,47.66
6220,347,225,224,64.84,116,55.24
6226,347,225,224,64.84,75,35.71
182,344,223,224,64.83,111,51.39
574,327,212,224,64.83,98,44.14
1079,344,223,224,64.83,88,41.12
2730,344,223,224,64.83,84,57.53
4081,344,223,224,64.83,76,35.85
4263,344,223,224,64.83,105,50.48
4268,344,223,224,64.83,107,50.71
4724,344,223,224,64.83,82,39.81
7803,344,223,224,64.83,100,46.95
55,341,221,224,64.81,92,44.02
64,341,221,224,64.81,110,51.4
450,341,221,224,64.81,63,30.88
1992,341,221,224,64.81,77,36.67
7349,341,221,224,64.81,97,48.02
8084,338,219,224,64.79,106,54.08
5235,301,195,224,64.78,88,50.87
5347,335,217,224,64.78,60,29.13
6983,335,217,224,64.78,60,29.7
8500,335,217,224,64.78,103,52.55
1462,346,224,224,64.74,83,38.43
1747,346,224,224,64.74,106,48.62
1748,346,224,224,64.74,0,0
2781,346,224,224,64.74,98,47.12
3750,346,224,224,64.74,77,36.84
3759,346,224,224,64.74,70,33.82
5473,346,224,224,64.74,122,60.7
5478,346,224,224,64.74,128,60.09
5483,346,224,224,64.74,130,60.19
5498,346,224,224,64.74,123,56.42
5511,346,224,224,64.74,109,51.42
5557,346,224,224,64.74,128,60.66
5574,346,224,224,64.74,130,61.9
5578,346,224,224,64.74,138,61.33
5584,346,224,224,64.74,127,60.77
6239,346,224,224,64.74,96,45.28
6826,346,224,224,64.74,90,43.27
1,343,222,224,64.72,117,54.42
2,343,222,224,64.72,128,59.26
4,343,222,224,64.72,123,56.94
12,343,222,224,64.72,106,49.53
1213,343,222,224,64.72,86,40
1236,343,222,224,64.72,113,54.07
2507,343,222,224,64.72,104,49.29
4147,343,222,224,64.72,73,33.8
5118,343,222,224,64.72,114,54.03
768,340,220,224,64.71,119,54.84
2587,340,220,224,64.71,103,49.28
5615,340,220,224,64.71,103,49.76
7462,340,220,224,64.71,90,43.48
3336,286,185,224,64.69,73,45.06
8631,303,196,224,64.69,85,45.21
4201,334,216,224,64.67,80,38.28
5888,334,216,224,64.67,102,52.04
8272,297,192,224,64.65,117,62.9
93,345,223,224,64.64,105,47.73
142,345,223,224,64.64,134,62.33
144,345,223,224,64.64,117,54.42
160,345,223,224,64.64,121,56.54
2310,345,223,224,64.64,86,41.15
6017,345,223,224,64.64,55,27.64
7737,345,223,224,64.64,77,37.02
8400,345,223,224,64.64,92,42.79
23,342,221,224,64.62,122,58.1
25,342,221,224,64.62,106,49.77
27,342,221,224,64.62,103,48.82
39,342,221,224,64.62,127,60.19
306,325,210,224,64.62,56,29.32
461,342,221,224,64.62,50,23.47
515,342,221,224,64.62,101,48.33
2237,342,221,224,64.62,107,49.54
3780,342,221,224,64.62,109,52.15
5982,342,221,224,64.62,94,46.31
6953,260,168,224,64.62,67,42.41
6954,260,168,224,64.62,73,46.79
6417,308,199,224,64.61,88,45.6
8276,243,157,224,64.61,43,28.67
680,339,219,224,64.6,70,34.83
1591,347,224,224,64.55,63,30.14
1643,347,224,224,64.55,94,44.55
1694,347,224,224,64.55,113,52.07
2849,347,224,224,64.55,80,37.74
6134,347,224,224,64.55,108,49.77
6198,347,224,224,64.55,63,30.58
6235,347,224,224,64.55,101,48.79
118,344,222,224,64.53,105,49.53
178,344,222,224,64.53,103,48.58
576,327,211,224,64.53,94,46.77
1203,344,222,224,64.53,99,46.92
2716,344,222,224,64.53,99,47.14
4079,344,222,224,64.53,67,31.75
4091,344,222,224,64.53,284,70.12
4705,344,222,224,64.53,69,32.86
8428,344,222,224,64.53,95,45.24
8471,344,222,224,64.53,110,53.4
1987,341,220,224,64.52,62,29.67
546,324,209,224,64.51,40,20.83
4736,324,209,224,64.51,81,42.19
1677,338,218,224,64.5,67,32.84
3232,335,216,224,64.48,90,43.69
6906,332,214,224,64.46,66,33.5
1430,346,223,224,64.45,107,49.31
1717,346,223,224,64.45,99,46.92
1739,346,223,224,64.45,97,45.75
1948,346,223,224,64.45,92,42.2
5323,346,223,224,64.45,109,50.93
5481,346,223,224,64.45,132,62.56
5513,346,223,224,64.45,119,56.67
5797,346,223,224,64.45,70,34.65
6293,346,223,224,64.45,109,50.23
6838,346,223,224,64.45,105,49.76
7575,346,223,224,64.45,70,33.82
8346,329,212,224,64.44,78,39.59
26,343,221,224,64.43,118,54.13
945,343,221,224,64.43,110,52.88
1219,343,221,224,64.43,95,45.45
4132,343,221,224,64.43,63,30.88
4153,343,221,224,64.43,73,34.76
5313,343,221,224,64.43,89,42.18
5661,343,221,224,64.43,83,39.71
7032,343,221,224,64.43,70,33.65
2030,340,219,224,64.41,76,37.62
4316,309,199,224,64.4,98,52.41
3083,337,217,224,64.39,90,43.48
8646,320,206,224,64.38,76,39.58
5573,348,224,224,64.37,113,53.81
126,345,222,224,64.35,116,54.72
150,345,222,224,64.35,123,54.91
169,345,222,224,64.35,125,57.87
2293,345,222,224,64.35,77,36.49
2314,345,222,224,64.35,79,36.92
2960,345,222,224,64.35,70,33.02
3769,345,222,224,64.35,84,39.44
5592,345,222,224,64.35,102,47.89
6037,345,222,224,64.35,59,28.23
6038,345,222,224,64.35,53,26.24
8460,345,222,224,64.35,89,43
7887,286,184,224,64.34,67,38.07
22,342,220,224,64.33,118,55.66
54,342,220,224,64.33,121,56.81
2007,342,220,224,64.33,57,28.36
3798,342,220,224,64.33,87,43.5
5030,342,220,224,64.33,89,44.72
8004,342,220,224,64.33,65,31.4
8358,300,193,224,64.33,97,55.75
786,339,218,224,64.31,114,53.52
5359,339,218,224,64.31,88,42.11
1126,336,216,224,64.29,89,42.79
5339,336,216,224,64.29,81,39.71
6219,350,225,224,64.29,76,37.25
8481,336,216,224,64.29,103,50.24
2836,347,223,224,64.27,93,43.66
3987,347,223,224,64.27,114,52.53
5459,347,223,224,64.27,123,57.75
6092,347,223,224,64.27,91,43.75
6116,347,223,224,64.27,83,40.1
6187,347,223,224,64.27,79,37.44
103,344,221,224,64.24,100,48.08
174,344,221,224,64.24,116,54.21
931,344,221,224,64.24,83,38.79
4704,344,221,224,64.24,81,39.13
6070,344,221,224,64.24,42,20.19
453,341,219,224,64.22,73,35.78
1370,341,219,224,64.22,88,43.35
760,338,217,224,64.2,114,53.02
1638,349,224,224,64.18,78,35.94
1651,349,224,224,64.18,88,40.37
6183,349,224,224,64.18,110,51.4
1429,346,222,224,64.16,85,41.06
3320,346,222,224,64.16,102,50.5
3752,346,222,224,64.16,83,38.07
5241,346,222,224,64.16,97,46.41
5534,346,222,224,64.16,110,52.88
5535,346,222,224,64.16,147,68.06
5562,346,222,224,64.16,95,46.8
7522,346,222,224,64.16,93,43.06
7558,346,222,224,64.16,71,34.47
7824,173,111,224,64.16,24,22.86
13,343,220,224,64.14,125,57.87
1211,343,220,224,64.14,77,37.2
1220,343,220,224,64.14,87,41.43
2104,343,220,224,64.14,77,36.49
2505,343,220,224,64.14,96,46.38
4120,343,220,224,64.14,74,36.1
4123,343,220,224,64.14,83,40.69
5091,343,220,224,64.14,119,60.1
61,340,218,224,64.12,110,52.63
1164,340,218,224,64.12,114,55.07
2032,340,218,224,64.12,65,31.55
2595,340,218,224,64.12,101,46.98
7465,340,218,224,64.12,122,58.37
5353,337,216,224,64.09,82,40.59
4203,334,214,224,64.07,101,50.5
8615,334,214,224,64.07,92,45.32
2113,345,221,224,64.06,68,32.54
2302,345,221,224,64.06,73,34.43
2965,345,221,224,64.06,49,24.62
3692,345,221,224,64.06,118,54.88
4066,345,221,224,64.06,108,51.92
7120,281,180,224,64.06,42,25
34,342,219,224,64.04,102,47.22
533,342,219,224,64.04,92,46.23
2009,342,219,224,64.04,44,21.26
2224,342,219,224,64.04,99,48.06
5032,342,219,224,64.04,100,47.39
1354,339,217,224,64.01,85,45.45
6517,339,217,224,64.01,73,35.44
3259,100,64,224,64,25,40.98
1408,347,222,224,63.98,103,47.91
1417,347,222,224,63.98,100,46.73
1688,347,222,224,63.98,99,45.83
1695,347,222,224,63.98,105,48.84
2838,347,222,224,63.98,91,42.92
2951,347,222,224,63.98,67,32.21
3994,347,222,224,63.98,88,40.93
4400,347,222,224,63.98,121,56.54
5634,347,222,224,63.98,89,41.98
6414,308,197,224,63.96,73,39.67
21,344,220,224,63.95,100,48.08
152,344,220,224,63.95,116,54.46
913,344,220,224,63.95,103,49.05
1064,344,220,224,63.95,97,48.26
2086,344,220,224,63.95,78,38.24
4088,344,220,224,63.95,91,43.13
63,341,218,224,63.93,105,49.76
3566,341,218,224,63.93,122,58.1
3811,341,218,224,63.93,98,47.12
765,338,216,224,63.91,114,54.81
7438,338,216,224,63.91,69,33.82
3220,335,214,224,63.88,73,36.87
3229,335,214,224,63.88,82,41.84
3237,335,214,224,63.88,87,42.23
5967,335,214,224,63.88,111,53.88
1454,346,221,224,63.87,93,44.93
1721,346,221,224,63.87,96,44.65
1751,346,221,224,63.87,101,47.64
3625,346,221,224,63.87,120,58.25
5247,346,221,224,63.87,107,50
5572,346,221,224,63.87,95,43.98
7667,238,152,224,63.87,51,37.78
8444,346,221,224,63.87,102,47.66
376,332,212,224,63.86,49,25
960,343,219,224,63.85,95,44.81
1241,343,219,224,63.85,94,43.72
2115,343,219,224,63.85,60,30.61
4099,343,219,224,63.85,65,30.37
4104,343,219,224,63.85,272,67.33
4152,343,219,224,63.85,79,38.35
5103,343,219,224,63.85,115,55.29
7064,343,219,224,63.85,98,46.45
7076,343,219,224,63.85,91,43.33
7078,343,219,224,63.85,68,32.54
4294,47,30,224,63.83,11,37.93
466,340,217,224,63.82,76,36.36
69,345,220,224,63.77,100,46.3
153,345,220,224,63.77,122,58.1
2935,345,220,224,63.77,59,28.37
4057,345,220,224,63.77,90,43.9
4681,345,220,224,63.77,80,44.2
7502,345,220,224,63.77,40,19.05
8509,287,183,224,63.76,87,50
31,342,218,224,63.74,112,53.59
528,342,218,224,63.74,89,42.38
2019,342,218,224,63.74,63,30.14
863,339,216,224,63.72,88,42.11
1594,347,221,224,63.69,70,33.18
1631,347,221,224,63.69,75,36.23
2805,347,221,224,63.69,88,41.9
2807,347,221,224,63.69,76,35.35
3863,347,221,224,63.69,85,40.67
3953,347,221,224,63.69,114,53.02
5442,347,221,224,63.69,135,64.29
5455,347,221,224,63.69,101,48.56
6191,347,221,224,63.69,85,41.06
4175,267,170,224,63.67,46,28.22
4089,344,219,224,63.66,88,43.56
4206,333,212,224,63.66,94,47
6075,344,219,224,63.66,39,19.4
