departamento,circuito,mesa,habilitados,votaron,positivos,participacion,502 CAMBIEMOS,570 SOMOS,231 PAIS,22 HUMANISTA,578 UNION POR CORDOBA,201 PRIMERO LA GENTE,217 ENCUENTRO VECINAL,567 IZQUIERDA AL FRENTE,503 FIT,69 GEN,543 CORDOBA CIUDADANA,% 502 CAMBIEMOS,% 570 SOMOS,% 231 PAIS,% 22 HUMANISTA,% 578 UNION POR CORDOBA,% 201 PRIMERO LA GENTE,% 217 ENCUENTRO VECINAL,% 567 IZQUIERDA AL FRENTE,% 503 FIT,% 69 GEN,% 543 CORDOBA CIUDADANA
1,SECCIONAL PRIMERA (1 en CAPITAL),1,343,222,224,64.72,117,0,0,0,24,5,9,9,19,3,29,54.42,0.0,0.0,0.0,11.16,2.33,4.19,4.19,8.84,1.4,13.49
1,SECCIONAL PRIMERA (1 en CAPITAL),2,343,222,224,64.72,128,1,4,6,22,2,17,3,12,4,17,59.26,0.46,1.85,2.78,10.19,0.93,7.87,1.39,5.56,1.85,7.87
1,SECCIONAL PRIMERA (1 en CAPITAL),3,343,213,224,62.1,111,0,0,3,14,7,16,6,16,1,30,54.41,0.0,0.0,1.47,6.86,3.43,7.84,2.94,7.84,0.49,14.71
1,SECCIONAL PRIMERA (1 en CAPITAL),4,343,222,224,64.72,123,0,0,4,27,8,10,5,17,2,20,56.94,0.0,0.0,1.85,12.5,3.7,4.63,2.31,7.87,0.93,9.26
1,SECCIONAL PRIMERA (1 en CAPITAL),5,342,225,224,65.79,130,2,2,2,16,5,11,11,10,5,24,59.63,0.92,0.92,0.92,7.34,2.29,5.05,5.05,4.59,2.29,11.01
1,SECCIONAL PRIMERA (1 en CAPITAL),6,343,214,224,62.39,127,3,0,0,11,10,11,10,17,5,12,61.65,1.46,0.0,0.0,5.34,4.85,5.34,4.85,8.25,2.43,5.83
1,SECCIONAL PRIMERA (1 en CAPITAL),7,345,217,224,62.9,105,0,2,1,28,5,16,7,13,8,27,49.53,0.0,0.94,0.47,13.21,2.36,7.55,3.3,6.13,3.77,12.74
1,SECCIONAL PRIMERA (1 en CAPITAL),8,342,223,224,65.2,113,0,1,3,22,4,13,9,23,6,25,51.6,0.0,0.46,1.37,10.05,1.83,5.94,4.11,10.5,2.74,11.42
1,SECCIONAL PRIMERA (1 en CAPITAL),9,343,211,224,61.52,114,1,0,0,26,4,13,7,14,4,21,55.88,0.49,0.0,0.0,12.75,1.96,6.37,3.43,6.86,1.96,10.29
1,SECCIONAL PRIMERA (1 en CAPITAL),10,343,226,224,65.89,128,1,2,2,22,4,6,10,12,7,27,57.92,0.45,0.9,0.9,9.95,1.81,2.71,4.52,5.43,3.17,12.22
1,SECCIONAL PRIMERA (1 en CAPITAL),11,343,233,224,67.93,128,3,1,5,15,9,13,9,14,4,25,56.64,1.33,0.44,2.21,6.64,3.98,5.75,3.98,6.19,1.77,11.06
1,SECCIONAL PRIMERA (1 en CAPITAL),12,343,222,224,64.72,106,4,3,1,29,7,8,12,18,3,23,49.53,1.87,1.4,0.47,13.55,3.27,3.74,5.61,8.41,1.4,10.75
1,SECCIONAL PRIMERA (1 en CAPITAL),13,343,220,224,64.14,125,2,1,2,24,3,9,8,14,5,23,57.87,0.93,0.46,0.93,11.11,1.39,4.17,3.7,6.48,2.31,10.65
1,SECCIONAL PRIMERA (1 en CAPITAL),14,343,218,224,63.56,113,3,1,2,20,5,8,8,16,2,34,53.3,1.42,0.47,0.94,9.43,2.36,3.77,3.77,7.55,0.94,16.04
1,SECCIONAL PRIMERA (1 en CAPITAL),15,343,0,224,0.0,137,0,0,2,15,5,7,8,15,2,22,64.32,0.0,0.0,0.94,7.04,2.35,3.29,3.76,7.04,0.94,10.33
1,SECCIONAL PRIMERA (1 en CAPITAL),16,343,217,224,63.27,123,2,1,0,24,4,9,10,9,3,28,57.75,0.94,0.47,0.0,11.27,1.88,4.23,4.69,4.23,1.41,13.15
1,SECCIONAL PRIMERA (1 en CAPITAL),17,343,201,224,58.6,119,3,0,2,27,7,4,8,11,4,21,57.77,1.46,0.0,0.97,13.11,3.4,1.94,3.88,5.34,1.94,10.19
1,SECCIONAL PRIMERA (1 en CAPITAL),18,343,225,224,65.6,121,0,0,1,26,9,13,3,11,3,28,56.28,0.0,0.0,0.47,12.09,4.19,6.05,1.4,5.12,1.4,13.02
1,SECCIONAL PRIMERA (1 en CAPITAL),19,345,230,224,66.67,115,1,1,2,27,8,13,9,22,2,27,50.66,0.44,0.44,0.88,11.89,3.52,5.73,3.96,9.69,0.88,11.89
1,SECCIONAL PRIMERA (1 en CAPITAL),20,343,232,224,67.64,123,4,1,1,25,1,14,8,8,6,25,56.94,1.85,0.46,0.46,11.57,0.46,6.48,3.7,3.7,2.78,11.57
1,SECCIONAL PRIMERA (1 en CAPITAL),21,344,220,224,63.95,100,3,1,0,36,2,8,9,12,5,32,48.08,1.44,0.48,0.0,17.31,0.96,3.85,4.33,5.77,2.4,15.38
1,SECCIONAL PRIMERA (1 en CAPITAL),22,342,220,224,64.33,118,1,1,0,23,3,18,5,17,1,25,55.66,0.47,0.47,0.0,10.85,1.42,8.49,2.36,8.02,0.47,11.79
1,SECCIONAL PRIMERA (1 en CAPITAL),23,342,221,224,64.62,122,1,2,2,17,10,8,6,20,3,19,58.1,0.48,0.95,0.95,8.1,4.76,3.81,2.86,9.52,1.43,9.05
1,SECCIONAL PRIMERA (1 en CAPITAL),24,342,210,224,61.4,120,3,0,0,22,6,6,4,18,2,21,59.41,1.49,0.0,0.0,10.89,2.97,2.97,1.98,8.91,0.99,10.4
1,SECCIONAL PRIMERA (1 en CAPITAL),25,342,221,224,64.62,106,2,3,4,30,4,6,8,11,7,32,49.77,0.94,1.41,1.88,14.08,1.88,2.82,3.76,5.16,3.29,15.02
1,SECCIONAL PRIMERA (1 en CAPITAL),26,343,221,224,64.43,118,3,0,5,23,6,11,7,11,5,29,54.13,1.38,0.0,2.29,10.55,2.75,5.05,3.21,5.05,2.29,13.3
1,SECCIONAL PRIMERA (1 en CAPITAL),27,342,221,224,64.62,103,2,0,0,28,4,14,7,20,6,27,48.82,0.95,0.0,0.0,13.27,1.9,6.64,3.32,9.48,2.84,12.8
1,SECCIONAL PRIMERA (1 en CAPITAL),28,342,215,224,62.87,113,3,0,1,22,9,8,9,14,5,23,54.59,1.45,0.0,0.48,10.63,4.35,3.86,4.35,6.76,2.42,11.11
1,SECCIONAL PRIMERA (1 en CAPITAL),29,343,238,224,69.39,139,0,0,1,19,3,19,8,20,6,13,60.96,0.0,0.0,0.44,8.33,1.32,8.33,3.51,8.77,2.63,5.7
1,SECCIONAL PRIMERA (1 en CAPITAL),30,342,226,224,66.08,111,0,4,1,32,4,15,6,16,4,26,50.68,0.0,1.83,0.46,14.61,1.83,6.85,2.74,7.31,1.83,11.87
1,SECCIONAL PRIMERA (1 en CAPITAL),31,342,218,224,63.74,112,1,0,3,22,6,14,11,9,4,27,53.59,0.48,0.0,1.44,10.53,2.87,6.7,5.26,4.31,1.91,12.92
1,SECCIONAL PRIMERA (1 en CAPITAL),32,341,0,224,0.0,118,0,1,2,21,7,18,5,15,9,22,54.13,0.0,0.46,0.92,9.63,3.21,8.26,2.29,6.88,4.13,10.09
1,SECCIONAL PRIMERA (1 en CAPITAL),33,342,229,224,66.96,116,1,2,3,33,4,10,9,13,3,28,52.25,0.45,0.9,1.35,14.86,1.8,4.5,4.05,5.86,1.35,12.61
1,SECCIONAL PRIMERA (1 en CAPITAL),34,342,219,224,64.04,102,3,2,1,25,8,13,5,18,4,35,47.22,1.39,0.93,0.46,11.57,3.7,6.02,2.31,8.33,1.85,16.2
1,SECCIONAL PRIMERA (1 en CAPITAL),35,342,226,224,66.08,111,2,2,5,27,14,9,9,8,2,35,49.55,0.89,0.89,2.23,12.05,6.25,4.02,4.02,3.57,0.89,15.62
1,SECCIONAL PRIMERA (1 en CAPITAL),36,342,222,224,64.91,113,2,0,5,22,2,13,3,12,9,30,53.55,0.95,0.0,2.37,10.43,0.95,6.16,1.42,5.69,4.27,14.22
1,SECCIONAL PRIMERA (1 en CAPITAL),37,344,0,224,0.0,124,1,1,1,26,3,10,7,14,6,26,56.62,0.46,0.46,0.46,11.87,1.37,4.57,3.2,6.39,2.74,11.87
1,SECCIONAL PRIMERA (1 en CAPITAL),38,343,223,224,65.01,106,2,2,2,29,9,14,5,14,4,29,49.07,0.93,0.93,0.93,13.43,4.17,6.48,2.31,6.48,1.85,13.43
1,SECCIONAL PRIMERA (1 en CAPITAL),39,342,221,224,64.62,127,3,0,1,20,10,9,4,13,0,24,60.19,1.42,0.0,0.47,9.48,4.74,4.27,1.9,6.16,0.0,11.37
1,SECCIONAL PRIMERA (1 en CAPITAL),40,342,217,224,63.45,126,1,0,2,23,3,7,5,16,4,21,60.58,0.48,0.0,0.96,11.06,1.44,3.37,2.4,7.69,1.92,10.1
1,SECCIONAL PRIMERA (1 en CAPITAL),41,342,225,224,65.79,106,1,2,1,28,6,9,8,13,5,37,49.07,0.46,0.93,0.46,12.96,2.78,4.17,3.7,6.02,2.31,17.13
1,SECCIONAL PRIMERA (1 en CAPITAL),42,342,217,224,63.45,113,0,1,2,21,6,9,6,18,4,31,53.55,0.0,0.47,0.95,9.95,2.84,4.27,2.84,8.53,1.9,14.69
1,SECCIONAL PRIMERA (1 en CAPITAL),43,342,212,224,61.99,123,0,1,6,21,3,11,5,11,3,19,60.59,0.0,0.49,2.96,10.34,1.48,5.42,2.46,5.42,1.48,9.36
1,SECCIONAL PRIMERA (1 en CAPITAL),44,342,211,224,61.7,99,1,0,2,26,3,11,6,25,3,25,49.25,0.5,0.0,1.0,12.94,1.49,5.47,2.99,12.44,1.49,12.44
1,SECCIONAL PRIMERA (1 en CAPITAL),45,342,214,224,62.57,124,2,0,0,25,5,13,7,8,5,23,58.49,0.94,0.0,0.0,11.79,2.36,6.13,3.3,3.77,2.36,10.85
1,SECCIONAL PRIMERA (1 en CAPITAL),46,342,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SECCIONAL PRIMERA (1 en CAPITAL),47,344,232,224,67.44,126,0,0,2,24,9,14,3,8,6,25,58.06,0.0,0.0,0.92,11.06,4.15,6.45,1.38,3.69,2.76,11.52
1,SECCIONAL SEGUNDA (2 en CAPITAL),48,343,204,224,59.48,99,0,0,2,20,5,16,7,12,3,29,51.3,0.0,0.0,1.04,10.36,2.59,8.29,3.63,6.22,1.55,15.03
1,SECCIONAL SEGUNDA (2 en CAPITAL),49,342,216,224,63.16,110,2,2,1,22,10,12,9,15,3,23,52.63,0.96,0.96,0.48,10.53,4.78,5.74,4.31,7.18,1.44,11.0
1,SECCIONAL SEGUNDA (2 en CAPITAL),50,342,222,224,64.91,103,1,1,5,25,11,18,8,18,0,20,49.05,0.48,0.48,2.38,11.9,5.24,8.57,3.81,8.57,0.0,9.52
1,SECCIONAL SEGUNDA (2 en CAPITAL),51,342,210,224,61.4,100,4,0,1,31,0,12,11,16,4,20,50.25,2.01,0.0,0.5,15.58,0.0,6.03,5.53,8.04,2.01,10.05
1,SECCIONAL SEGUNDA (2 en CAPITAL),52,342,0,224,0.0,112,2,1,1,22,7,7,10,18,5,27,52.83,0.94,0.47,0.47,10.38,3.3,3.3,4.72,8.49,2.36,12.74
1,SECCIONAL SEGUNDA (2 en CAPITAL),53,342,210,224,61.4,101,1,1,1,33,3,11,7,16,4,23,50.25,0.5,0.5,0.5,16.42,1.49,5.47,3.48,7.96,1.99,11.44
1,SECCIONAL SEGUNDA (2 en CAPITAL),54,342,220,224,64.33,121,2,0,3,28,3,10,6,10,4,26,56.81,0.94,0.0,1.41,13.15,1.41,4.69,2.82,4.69,1.88,12.21
1,SECCIONAL SEGUNDA (2 en CAPITAL),55,341,221,224,64.81,92,0,1,4,41,3,10,11,16,1,30,44.02,0.0,0.48,1.91,19.62,1.44,4.78,5.26,7.66,0.48,14.35
1,SECCIONAL SEGUNDA (2 en CAPITAL),56,341,226,224,66.28,113,3,0,2,31,9,9,10,13,3,27,51.36,1.36,0.0,0.91,14.09,4.09,4.09,4.55,5.91,1.36,12.27
1,SECCIONAL SEGUNDA (2 en CAPITAL),57,341,216,224,63.34,93,2,1,3,36,7,10,8,13,5,32,44.29,0.95,0.48,1.43,17.14,3.33,4.76,3.81,6.19,2.38,15.24
1,SECCIONAL SEGUNDA (2 en CAPITAL),58,341,203,224,59.53,109,3,2,4,22,4,6,6,16,3,21,55.61,1.53,1.02,2.04,11.22,2.04,3.06,3.06,8.16,1.53,10.71
1,SECCIONAL SEGUNDA (2 en CAPITAL),59,341,0,224,0.0,111,0,2,5,37,6,7,7,9,2,24,52.86,0.0,0.95,2.38,17.62,2.86,3.33,3.33,4.29,0.95,11.43
1,SECCIONAL SEGUNDA (2 en CAPITAL),60,341,225,224,65.98,114,2,0,3,32,1,9,8,13,2,32,52.78,0.93,0.0,1.39,14.81,0.46,4.17,3.7,6.02,0.93,14.81
1,SECCIONAL SEGUNDA (2 en CAPITAL),61,340,218,224,64.12,110,0,1,4,22,6,9,9,20,4,24,52.63,0.0,0.48,1.91,10.53,2.87,4.31,4.31,9.57,1.91,11.48
1,SECCIONAL SEGUNDA (2 en CAPITAL),62,340,205,224,60.29,88,4,1,2,45,5,5,6,11,3,28,44.44,2.02,0.51,1.01,22.73,2.53,2.53,3.03,5.56,1.52,14.14
1,SECCIONAL SEGUNDA (2 en CAPITAL),63,341,218,224,63.93,105,2,4,2,29,3,11,7,17,2,29,49.76,0.95,1.9,0.95,13.74,1.42,5.21,3.32,8.06,0.95,13.74
1,SECCIONAL SEGUNDA (2 en CAPITAL),64,341,221,224,64.81,110,1,3,3,30,10,11,4,14,3,25,51.4,0.47,1.4,1.4,14.02,4.67,5.14,1.87,6.54,1.4,11.68
1,SECCIONAL SEGUNDA (2 en CAPITAL),65,342,0,224,0.0,123,2,1,2,22,7,10,11,12,1,17,59.13,0.96,0.48,0.96,10.58,3.37,4.81,5.29,5.77,0.48,8.17
1,SECCIONAL TERCERA (3 en CAPITAL),66,345,227,224,65.8,98,1,3,3,26,2,14,13,19,6,34,44.75,0.46,1.37,1.37,11.87,0.91,6.39,5.94,8.68,2.74,15.53
1,SECCIONAL TERCERA (3 en CAPITAL),67,345,246,224,71.3,109,1,1,3,20,8,13,7,33,8,31,46.58,0.43,0.43,1.28,8.55,3.42,5.56,2.99,14.1,3.42,13.25
1,SECCIONAL TERCERA (3 en CAPITAL),68,345,241,224,69.86,130,5,1,2,16,6,14,4,27,5,23,55.79,2.15,0.43,0.86,6.87,2.58,6.01,1.72,11.59,2.15,9.87
1,SECCIONAL TERCERA (3 en CAPITAL),69,345,220,224,63.77,100,4,0,2,32,7,11,10,14,4,32,46.3,1.85,0.0,0.93,14.81,3.24,5.09,4.63,6.48,1.85,14.81
1,SECCIONAL TERCERA (3 en CAPITAL),70,345,241,224,69.86,127,1,0,4,18,7,5,9,20,5,44,52.92,0.42,0.0,1.67,7.5,2.92,2.08,3.75,8.33,2.08,18.33
1,SECCIONAL TERCERA (3 en CAPITAL),71,345,250,224,72.46,106,2,3,5,38,8,17,8,20,1,33,43.98,0.83,1.24,2.07,15.77,3.32,7.05,3.32,8.3,0.41,13.69
1,SECCIONAL TERCERA (3 en CAPITAL),72,345,245,224,71.01,119,2,2,4,33,6,8,7,26,4,27,50.0,0.84,0.84,1.68,13.87,2.52,3.36,2.94,10.92,1.68,11.34
1,SECCIONAL TERCERA (3 en CAPITAL),73,346,237,224,68.5,125,2,1,3,22,7,16,3,18,6,29,53.88,0.86,0.43,1.29,9.48,3.02,6.9,1.29,7.76,2.59,12.5
1,SECCIONAL TERCERA (3 en CAPITAL),74,345,0,224,0.0,117,1,2,1,21,5,14,5,14,4,31,54.42,0.47,0.93,0.47,9.77,2.33,6.51,2.33,6.51,1.86,14.42
1,SECCIONAL TERCERA (3 en CAPITAL),75,345,249,224,72.17,123,0,0,3,30,12,14,5,14,4,34,51.46,0.0,0.0,1.26,12.55,5.02,5.86,2.09,5.86,1.67,14.23
1,SECCIONAL TERCERA (3 en CAPITAL),76,345,224,224,64.93,118,2,1,2,19,6,10,9,16,4,25,55.66,0.94,0.47,0.94,8.96,2.83,4.72,4.25,7.55,1.89,11.79
1,SECCIONAL TERCERA (3 en CAPITAL),77,345,231,224,66.96,106,3,0,3,30,9,13,7,17,3,30,47.96,1.36,0.0,1.36,13.57,4.07,5.88,3.17,7.69,1.36,13.57
1,SECCIONAL TERCERA (3 en CAPITAL),78,345,226,224,65.51,118,2,2,2,21,5,20,7,18,5,18,54.13,0.92,0.92,0.92,9.63,2.29,9.17,3.21,8.26,2.29,8.26
1,SECCIONAL TERCERA (3 en CAPITAL),79,345,0,224,0.0,107,2,0,3,24,8,10,15,23,8,26,47.35,0.88,0.0,1.33,10.62,3.54,4.42,6.64,10.18,3.54,11.5
1,SECCIONAL TERCERA (3 en CAPITAL),80,346,234,224,67.63,108,5,1,1,23,10,19,7,22,5,24,48.0,2.22,0.44,0.44,10.22,4.44,8.44,3.11,9.78,2.22,10.67
1,SECCIONAL TERCERA (3 en CAPITAL),81,345,245,224,71.01,113,0,2,1,28,5,21,7,19,7,35,47.48,0.0,0.84,0.42,11.76,2.1,8.82,2.94,7.98,2.94,14.71
1,SECCIONAL TERCERA (3 en CAPITAL),82,345,250,224,72.46,132,1,1,1,25,2,20,9,19,4,25,55.23,0.42,0.42,0.42,10.46,0.84,8.37,3.77,7.95,1.67,10.46
1,SECCIONAL TERCERA (3 en CAPITAL),83,345,237,224,68.7,108,1,1,2,26,6,17,16,25,1,23,47.79,0.44,0.44,0.88,11.5,2.65,7.52,7.08,11.06,0.44,10.18
1,SECCIONAL TERCERA (3 en CAPITAL),84,345,246,224,71.3,131,3,1,1,23,7,14,8,23,3,24,55.04,1.26,0.42,0.42,9.66,2.94,5.88,3.36,9.66,1.26,10.08
1,SECCIONAL TERCERA (3 en CAPITAL),85,345,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SECCIONAL TERCERA (3 en CAPITAL),86,345,240,224,69.57,111,2,1,4,28,8,15,8,13,4,34,48.68,0.88,0.44,1.75,12.28,3.51,6.58,3.51,5.7,1.75,14.91
1,SECCIONAL TERCERA (3 en CAPITAL),87,345,234,224,67.83,109,1,3,3,22,7,16,9,18,3,35,48.23,0.44,1.33,1.33,9.73,3.1,7.08,3.98,7.96,1.33,15.49
1,SECCIONAL TERCERA (3 en CAPITAL),88,345,228,224,66.09,123,3,1,0,27,9,11,12,14,5,19,54.91,1.34,0.45,0.0,12.05,4.02,4.91,5.36,6.25,2.23,8.48
1,SECCIONAL TERCERA (3 en CAPITAL),89,345,235,224,68.12,103,1,2,1,35,5,20,7,16,3,34,45.37,0.44,0.88,0.44,15.42,2.2,8.81,3.08,7.05,1.32,14.98
1,SECCIONAL TERCERA (3 en CAPITAL),90,345,225,224,65.22,86,3,0,2,35,7,15,9,21,5,36,39.27,1.37,0.0,0.91,15.98,3.2,6.85,4.11,9.59,2.28,16.44
1,SECCIONAL TERCERA (3 en CAPITAL),91,347,228,224,65.71,113,1,2,1,20,10,8,7,20,3,33,51.83,0.46,0.92,0.46,9.17,4.59,3.67,3.21,9.17,1.38,15.14
1,SECCIONAL TERCERA (3 en CAPITAL),92,345,233,224,67.54,116,1,3,2,25,9,11,6,24,4,24,51.56,0.44,1.33,0.89,11.11,4.0,4.89,2.67,10.67,1.78,10.67
1,SECCIONAL TERCERA (3 en CAPITAL),93,345,223,224,64.64,105,2,1,1,30,5,13,8,24,2,29,47.73,0.91,0.45,0.45,13.64,2.27,5.91,3.64,10.91,0.91,13.18
1,SECCIONAL TERCERA (3 en CAPITAL),94,345,242,224,70.14,107,3,1,4,32,3,14,14,23,3,31,45.53,1.28,0.43,1.7,13.62,1.28,5.96,5.96,9.79,1.28,13.19
1,SECCIONAL TERCERA (3 en CAPITAL),95,345,245,224,71.01,127,2,0,0,30,4,19,4,16,4,26,54.74,0.86,0.0,0.0,12.93,1.72,8.19,1.72,6.9,1.72,11.21
1,SECCIONAL TERCERA (3 en CAPITAL),96,345,233,224,67.54,129,1,1,2,20,6,6,6,18,6,32,56.83,0.44,0.44,0.88,8.81,2.64,2.64,2.64,7.93,2.64,14.1
1,SECCIONAL TERCERA (3 en CAPITAL),97,345,240,224,69.57,121,1,1,2,33,5,6,9,26,4,25,51.93,0.43,0.43,0.86,14.16,2.15,2.58,3.86,11.16,1.72,10.73
1,SECCIONAL TERCERA (3 en CAPITAL),98,345,226,224,65.51,114,1,0,2,44,4,8,6,28,0,18,50.67,0.44,0.0,0.89,19.56,1.78,3.56,2.67,12.44,0.0,8.0
1,SECCIONAL TERCERA (3 en CAPITAL),99,347,229,224,65.99,130,0,0,3,22,6,13,5,17,2,26,58.04,0.0,0.0,1.34,9.82,2.68,5.8,2.23,7.59,0.89,11.61
1,SECCIONAL TERCERA (3 en CAPITAL),100,345,250,224,72.46,134,4,1,3,21,5,15,5,16,5,36,54.69,1.63,0.41,1.22,8.57,2.04,6.12,2.04,6.53,2.04,14.69
1,SECCIONAL TERCERA (3 en CAPITAL),101,345,254,224,73.62,142,2,2,2,24,6,14,8,20,4,25,57.03,0.8,0.8,0.8,9.64,2.41,5.62,3.21,8.03,1.61,10.04
1,SECCIONAL TERCERA (3 en CAPITAL),102,344,250,224,72.67,126,1,3,1,36,3,12,10,21,5,27,51.43,0.41,1.22,0.41,14.69,1.22,4.9,4.08,8.57,2.04,11.02
1,SECCIONAL TERCERA (3 en CAPITAL),103,344,221,224,64.24,100,1,3,0,28,6,7,15,22,5,21,48.08,0.48,1.44,0.0,13.46,2.88,3.37,7.21,10.58,2.4,10.1
1,SECCIONAL TERCERA (3 en CAPITAL),104,344,242,224,70.35,114,6,2,3,27,5,15,6,17,7,31,48.93,2.58,0.86,1.29,11.59,2.15,6.44,2.58,7.3,3.0,13.3
1,SECCIONAL TERCERA (3 en CAPITAL),105,344,247,224,71.8,118,4,2,3,36,5,9,9,16,3,32,49.79,1.69,0.84,1.27,15.19,2.11,3.8,3.8,6.75,1.27,13.5
1,SECCIONAL TERCERA (3 en CAPITAL),106,345,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SECCIONAL TERCERA (3 en CAPITAL),107,344,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SECCIONAL TERCERA (3 en CAPITAL),108,343,242,224,70.55,107,3,1,3,26,8,11,6,26,6,38,45.53,1.28,0.43,1.28,11.06,3.4,4.68,2.55,11.06,2.55,16.17
1,SECCIONAL TERCERA (3 en CAPITAL),109,344,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SECCIONAL TERCERA (3 en CAPITAL),110,344,233,224,67.73,113,2,0,1,22,8,8,6,29,6,31,50.0,0.88,0.0,0.44,9.73,3.54,3.54,2.65,12.83,2.65,13.72
1,SECCIONAL TERCERA (3 en CAPITAL),111,344,233,224,67.73,108,4,3,4,28,8,12,9,14,5,28,48.43,1.79,1.35,1.79,12.56,3.59,5.38,4.04,6.28,2.24,12.56
1,SECCIONAL TERCERA (3 en CAPITAL),112,346,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SECCIONAL TERCERA (3 en CAPITAL),113,344,253,224,73.55,112,1,1,5,29,9,11,12,21,12,31,45.9,0.41,0.41,2.05,11.89,3.69,4.51,4.92,8.61,4.92,12.7
1,SECCIONAL TERCERA (3 en CAPITAL),114,344,234,224,68.02,90,1,1,3,41,7,16,10,16,4,34,40.36,0.45,0.45,1.35,18.39,3.14,7.17,4.48,7.17,1.79,15.25
1,SECCIONAL TERCERA (3 en CAPITAL),115,344,234,224,68.02,120,2,0,3,35,2,8,5,23,5,25,52.63,0.88,0.0,1.32,15.35,0.88,3.51,2.19,10.09,2.19,10.96
1,SECCIONAL TERCERA (3 en CAPITAL),116,344,251,224,72.97,122,3,0,4,26,8,14,9,24,7,29,49.59,1.22,0.0,1.63,10.57,3.25,5.69,3.66,9.76,2.85,11.79
1,SECCIONAL TERCERA (3 en CAPITAL),117,344,224,224,65.12,119,3,0,3,25,2,13,13,13,5,22,54.59,1.38,0.0,1.38,11.47,0.92,5.96,5.96,5.96,2.29,10.09
1,SECCIONAL TERCERA (3 en CAPITAL),118,344,222,224,64.53,105,1,2,3,17,7,10,10,16,6,35,49.53,0.47,0.94,1.42,8.02,3.3,4.72,4.72,7.55,2.83,16.51
1,SECCIONAL TERCERA (3 en CAPITAL),119,345,239,224,69.28,132,1,1,2,25,13,14,7,21,2,19,55.7,0.42,0.42,0.84,10.55,5.49,5.91,2.95,8.86,0.84,8.02
1,SECCIONAL TERCERA (3 en CAPITAL),120,344,240,224,69.77,122,1,0,1,29,6,14,8,15,4,35,51.91,0.43,0.0,0.43,12.34,2.55,5.96,3.4,6.38,1.7,14.89
1,SECCIONAL TERCERA (3 en CAPITAL),121,344,231,224,67.15,106,1,0,0,32,9,18,10,20,5,23,47.32,0.45,0.0,0.0,14.29,4.02,8.04,4.46,8.93,2.23,10.27
1,SECCIONAL TERCERA (3 en CAPITAL),122,344,233,224,67.73,115,1,0,4,34,9,14,5,18,5,27,49.57,0.43,0.0,1.72,14.66,3.88,6.03,2.16,7.76,2.16,11.64
1,SECCIONAL TERCERA (3 en CAPITAL),123,344,242,224,70.35,110,5,0,1,32,7,13,9,25,3,29,47.01,2.14,0.0,0.43,13.68,2.99,5.56,3.85,10.68,1.28,12.39
1,SECCIONAL TERCERA (3 en CAPITAL),124,344,250,224,72.67,131,1,4,2,26,6,8,7,21,8,26,54.58,0.42,1.67,0.83,10.83,2.5,3.33,2.92,8.75,3.33,10.83
1,SECCIONAL TERCERA (3 en CAPITAL),125,345,0,224,0.0,116,0,1,1,31,6,9,5,16,6,32,52.02,0.0,0.45,0.45,13.9,2.69,4.04,2.24,7.17,2.69,14.35
1,NUEVA CORDOBA (4 en CAPITAL),126,345,222,224,64.35,116,0,1,1,29,6,15,3,13,5,23,54.72,0.0,0.47,0.47,13.68,2.83,7.08,1.42,6.13,2.36,10.85
1,NUEVA CORDOBA (4 en CAPITAL),127,345,234,224,67.83,124,1,2,3,23,5,15,10,18,5,19,55.11,0.44,0.89,1.33,10.22,2.22,6.67,4.44,8.0,2.22,8.44
1,NUEVA CORDOBA (4 en CAPITAL),128,345,236,224,68.41,125,1,0,1,27,6,19,14,16,6,16,54.11,0.43,0.0,0.43,11.69,2.6,8.23,6.06,6.93,2.6,6.93
1,NUEVA CORDOBA (4 en CAPITAL),129,345,227,224,65.8,111,2,0,3,26,4,12,12,18,4,25,51.15,0.92,0.0,1.38,11.98,1.84,5.53,5.53,8.29,1.84,11.52
1,NUEVA CORDOBA (4 en CAPITAL),130,345,235,224,68.12,133,0,0,2,21,7,4,12,17,8,23,58.59,0.0,0.0,0.88,9.25,3.08,1.76,5.29,7.49,3.52,10.13
1,NUEVA CORDOBA (4 en CAPITAL),131,345,224,224,64.93,109,4,0,1,36,4,9,5,14,4,29,50.7,1.86,0.0,0.47,16.74,1.86,4.19,2.33,6.51,1.86,13.49
1,NUEVA CORDOBA (4 en CAPITAL),132,345,227,224,65.8,129,2,1,2,13,2,11,11,16,2,28,59.45,0.92,0.46,0.92,5.99,0.92,5.07,5.07,7.37,0.92,12.9
