departamento,circuito,mesa,habilitados,votaron,positivos,participacion,502 CAMBIEMOS,570 SOMOS,231 PAIS,22 HUMANISTA,578 UNION POR CORDOBA,201 PRIMERO LA GENTE,217 ENCUENTRO VECINAL,567 IZQUIERDA AL FRENTE,503 FIT,69 GEN,543 CORDOBA CIUDADANA,% 502 CAMBIEMOS,% 570 SOMOS,% 231 PAIS,% 22 HUMANISTA,% 578 UNION POR CORDOBA,% 201 PRIMERO LA GENTE,% 217 ENCUENTRO VECINAL,% 567 IZQUIERDA AL FRENTE,% 503 FIT,% 69 GEN,% 543 CORDOBA CIUDADANA
1,PATRICIOS (13H en CAPITAL),2741,344,252,224,73.26,120,2,4,2,54,10,7,6,16,1,13,51.06,0.85,1.7,0.85,22.98,4.26,2.98,2.55,6.81,0.43,5.53
1,PATRICIOS (13H en CAPITAL),2742,344,238,224,69.19,91,2,3,5,54,8,8,10,20,1,19,41.18,0.9,1.36,2.26,24.43,3.62,3.62,4.52,9.05,0.45,8.6
1,PATRICIOS (13H en CAPITAL),2743,344,218,224,63.37,91,0,2,5,63,7,0,8,14,5,18,42.72,0.0,0.94,2.35,29.58,3.29,0.0,3.76,6.57,2.35,8.45
1,PATRICIOS (13H en CAPITAL),2744,347,0,224,0.0,98,2,1,0,81,6,7,6,21,5,21,39.52,0.81,0.4,0.0,32.66,2.42,2.82,2.42,8.47,2.02,8.47
1,PATRICIOS (13H en CAPITAL),2745,344,257,224,74.71,97,2,4,3,68,10,3,4,18,1,30,40.42,0.83,1.67,1.25,28.33,4.17,1.25,1.67,7.5,0.42,12.5
1,PATRICIOS (13H en CAPITAL),2746,344,224,224,65.12,84,5,3,4,63,7,3,4,17,1,23,39.25,2.34,1.4,1.87,29.44,3.27,1.4,1.87,7.94,0.47,10.75
1,PATRICIOS (13H en CAPITAL),2747,344,236,224,68.6,98,7,2,0,75,2,5,3,13,4,17,43.36,3.1,0.88,0.0,33.19,0.88,2.21,1.33,5.75,1.77,7.52
1,PATRICIOS (13H en CAPITAL),2748,344,239,224,69.48,99,1,2,4,54,18,12,6,7,4,20,43.61,0.44,0.88,1.76,23.79,7.93,5.29,2.64,3.08,1.76,8.81
1,PATRICIOS (13H en CAPITAL),2749,345,247,224,71.59,111,0,2,3,66,7,8,7,15,3,13,47.23,0.0,0.85,1.28,28.09,2.98,3.4,2.98,6.38,1.28,5.53
1,SAN JORGE (13I en CAPITAL),2750,345,241,224,69.86,84,2,2,6,71,10,6,6,14,2,21,37.5,0.89,0.89,2.68,31.7,4.46,2.68,2.68,6.25,0.89,9.38
1,SAN JORGE (13I en CAPITAL),2751,345,239,224,69.28,93,2,2,7,66,8,4,7,22,3,22,39.41,0.85,0.85,2.97,27.97,3.39,1.69,2.97,9.32,1.27,9.32
1,SAN JORGE (13I en CAPITAL),2752,345,248,224,71.88,95,3,2,1,69,2,6,12,16,1,20,41.85,1.32,0.88,0.44,30.4,0.88,2.64,5.29,7.05,0.44,8.81
1,SAN JORGE (13I en CAPITAL),2753,345,228,224,66.09,93,0,3,3,54,6,6,9,15,3,28,42.27,0.0,1.36,1.36,24.55,2.73,2.73,4.09,6.82,1.36,12.73
1,SAN JORGE (13I en CAPITAL),2754,345,250,224,72.46,88,1,2,1,64,10,14,8,13,6,36,36.21,0.41,0.82,0.41,26.34,4.12,5.76,3.29,5.35,2.47,14.81
1,SAN JORGE (13I en CAPITAL),2755,345,0,224,0.0,107,3,4,3,60,6,5,7,9,4,31,44.77,1.26,1.67,1.26,25.1,2.51,2.09,2.93,3.77,1.67,12.97
1,SAN JORGE (13I en CAPITAL),2756,347,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SAN JORGE (13I en CAPITAL),2757,345,249,224,72.17,89,1,0,4,64,8,11,10,13,4,32,37.71,0.42,0.0,1.69,27.12,3.39,4.66,4.24,5.51,1.69,13.56
1,SAN JORGE (13I en CAPITAL),2758,345,238,224,68.99,86,7,2,1,75,6,2,9,14,2,23,37.89,3.08,0.88,0.44,33.04,2.64,0.88,3.96,6.17,0.88,10.13
1,SAN JORGE (13I en CAPITAL),2759,345,250,224,72.46,103,0,2,6,78,10,5,4,9,4,0,46.61,0.0,0.9,2.71,35.29,4.52,2.26,1.81,4.07,1.81,0.0
1,SAN JORGE (13I en CAPITAL),2760,345,233,224,67.54,86,12,1,4,54,4,3,6,13,3,25,40.76,5.69,0.47,1.9,25.59,1.9,1.42,2.84,6.16,1.42,11.85
1,SAN JORGE (13I en CAPITAL),2761,345,231,224,66.96,90,1,2,2,59,7,4,0,16,3,37,40.72,0.45,0.9,0.9,26.7,3.17,1.81,0.0,7.24,1.36,16.74
1,SAN JORGE (13I en CAPITAL),2762,345,251,224,72.75,98,3,1,1,63,5,6,12,13,7,29,41.18,1.26,0.42,0.42,26.47,2.1,2.52,5.04,5.46,2.94,12.18
1,SAN JORGE (13I en CAPITAL),2763,347,253,224,72.91,86,9,5,2,74,7,8,7,13,5,25,35.68,3.73,2.07,0.83,30.71,2.9,3.32,2.9,5.39,2.07,10.37
1,SAN JORGE (13I en CAPITAL),2764,344,250,224,72.67,112,2,0,2,61,5,3,7,24,0,21,47.26,0.84,0.0,0.84,25.74,2.11,1.27,2.95,10.13,0.0,8.86
1,SAN JORGE (13I en CAPITAL),2765,344,249,224,72.38,96,1,2,3,66,7,11,5,10,5,27,41.2,0.43,0.86,1.29,28.33,3.0,4.72,2.15,4.29,2.15,11.59
1,SAN JORGE (13I en CAPITAL),2766,344,251,224,72.97,92,4,1,1,66,8,5,11,5,1,37,39.83,1.73,0.43,0.43,28.57,3.46,2.16,4.76,2.16,0.43,16.02
1,SAN JORGE (13I en CAPITAL),2767,345,253,224,73.33,93,5,6,5,73,10,0,9,18,1,28,37.5,2.02,2.42,2.02,29.44,4.03,0.0,3.63,7.26,0.4,11.29
1,VILLA AZALAIS (13J en CAPITAL),2768,347,235,224,67.72,106,3,2,2,47,11,9,8,15,2,23,46.49,1.32,0.88,0.88,20.61,4.82,3.95,3.51,6.58,0.88,10.09
1,VILLA AZALAIS (13J en CAPITAL),2769,347,236,224,68.01,93,2,1,4,65,7,10,5,20,4,20,40.26,0.87,0.43,1.73,28.14,3.03,4.33,2.16,8.66,1.73,8.66
1,VILLA AZALAIS (13J en CAPITAL),2770,348,233,224,66.95,101,0,3,1,68,5,5,8,11,1,17,45.91,0.0,1.36,0.45,30.91,2.27,2.27,3.64,5.0,0.45,7.73
1,VILLA AZALAIS (13J en CAPITAL),2771,347,226,224,65.13,94,2,1,3,53,3,10,6,8,5,28,44.13,0.94,0.47,1.41,24.88,1.41,4.69,2.82,3.76,2.35,13.15
1,VILLA AZALAIS (13J en CAPITAL),2772,346,252,224,72.83,117,2,3,0,64,12,7,2,16,3,15,48.55,0.83,1.24,0.0,26.56,4.98,2.9,0.83,6.64,1.24,6.22
1,VILLA AZALAIS (13J en CAPITAL),2773,347,0,224,0.0,91,1,0,3,61,9,8,5,15,4,27,40.62,0.45,0.0,1.34,27.23,4.02,3.57,2.23,6.7,1.79,12.05
1,VILLA AZALAIS (13J en CAPITAL),2774,347,0,224,0.0,112,3,2,0,68,7,6,4,6,2,16,49.56,1.33,0.88,0.0,30.09,3.1,2.65,1.77,2.65,0.88,7.08
1,VILLA AZALAIS (13J en CAPITAL),2775,348,229,224,65.8,87,5,3,3,50,11,8,8,10,2,31,39.91,2.29,1.38,1.38,22.94,5.05,3.67,3.67,4.59,0.92,14.22
1,VILLA AZALAIS (13J en CAPITAL),2776,347,234,224,67.44,87,2,1,3,73,13,7,5,12,1,14,39.91,0.92,0.46,1.38,33.49,5.96,3.21,2.29,5.5,0.46,6.42
1,VILLA AZALAIS (13J en CAPITAL),2777,347,235,224,67.72,82,0,0,2,78,7,5,8,19,3,19,36.77,0.0,0.0,0.9,34.98,3.14,2.24,3.59,8.52,1.35,8.52
1,VILLA AZALAIS (13J en CAPITAL),2778,349,237,224,67.91,119,2,2,2,51,8,2,7,7,2,27,51.97,0.87,0.87,0.87,22.27,3.49,0.87,3.06,3.06,0.87,11.79
1,VILLA AZALAIS (13J en CAPITAL),2779,347,238,224,68.59,119,3,0,2,50,10,12,3,10,2,16,52.42,1.32,0.0,0.88,22.03,4.41,5.29,1.32,4.41,0.88,7.05
1,VILLA AZALAIS (13J en CAPITAL),2780,347,229,224,65.99,113,0,0,1,47,5,11,5,10,4,22,51.83,0.0,0.0,0.46,21.56,2.29,5.05,2.29,4.59,1.83,10.09
1,VILLA AZALAIS (13J en CAPITAL),2781,346,224,224,64.74,98,1,1,0,65,7,4,1,10,2,19,47.12,0.48,0.48,0.0,31.25,3.37,1.92,0.48,4.81,0.96,9.13
1,VILLA AZALAIS (13J en CAPITAL),2782,347,220,224,63.4,99,1,1,0,52,7,5,7,11,2,28,46.48,0.47,0.47,0.0,24.41,3.29,2.35,3.29,5.16,0.94,13.15
1,VILLA AZALAIS (13J en CAPITAL),2783,347,0,224,0.0,107,4,2,0,47,10,6,8,8,6,18,49.54,1.85,0.93,0.0,21.76,4.63,2.78,3.7,3.7,2.78,8.33
1,VILLA AZALAIS (13J en CAPITAL),2784,347,243,224,70.03,115,0,1,1,62,7,7,6,14,0,20,49.36,0.0,0.43,0.43,26.61,3.0,3.0,2.58,6.01,0.0,8.58
1,VILLA AZALAIS (13J en CAPITAL),2785,347,235,224,67.72,107,1,1,1,69,7,3,7,12,0,21,46.72,0.44,0.44,0.44,30.13,3.06,1.31,3.06,5.24,0.0,9.17
1,VILLA AZALAIS (13J en CAPITAL),2786,347,0,224,0.0,99,2,1,1,67,7,9,6,14,5,23,42.31,0.85,0.43,0.43,28.63,2.99,3.85,2.56,5.98,2.14,9.83
1,VILLA AZALAIS (13J en CAPITAL),2787,347,228,224,65.71,77,0,2,2,75,2,4,6,13,3,30,35.98,0.0,0.93,0.93,35.05,0.93,1.87,2.8,6.07,1.4,14.02
1,VILLA AZALAIS (13J en CAPITAL),2788,347,0,224,0.0,91,0,1,0,64,4,8,11,12,3,28,40.99,0.0,0.45,0.0,28.83,1.8,3.6,4.95,5.41,1.35,12.61
1,VILLA AZALAIS (13J en CAPITAL),2789,347,242,224,69.74,102,2,4,1,67,8,7,2,13,6,16,44.74,0.88,1.75,0.44,29.39,3.51,3.07,0.88,5.7,2.63,7.02
1,VILLA AZALAIS (13J en CAPITAL),2790,349,0,224,0.0,88,1,1,1,63,6,6,10,11,3,24,41.12,0.47,0.47,0.47,29.44,2.8,2.8,4.67,5.14,1.4,11.21
1,VILLA AZALAIS (13J en CAPITAL),2791,347,225,224,64.84,92,4,1,0,63,4,4,4,18,4,21,42.79,1.86,0.47,0.0,29.3,1.86,1.86,1.86,8.37,1.86,9.77
1,VILLA AZALAIS (13J en CAPITAL),2792,347,238,224,68.59,98,1,2,3,72,12,4,2,15,0,26,41.7,0.43,0.85,1.28,30.64,5.11,1.7,0.85,6.38,0.0,11.06
1,VILLA AZALAIS (13J en CAPITAL),2793,347,252,224,72.62,146,0,1,1,59,9,10,6,8,2,48,50.34,0.0,0.34,0.34,20.34,3.1,3.45,2.07,2.76,0.69,16.55
1,VILLA AZALAIS (13J en CAPITAL),2794,347,245,224,70.61,94,1,7,2,70,9,8,0,9,2,30,40.52,0.43,3.02,0.86,30.17,3.88,3.45,0.0,3.88,0.86,12.93
1,VILLA AZALAIS (13J en CAPITAL),2795,347,235,224,67.72,105,2,4,3,56,9,2,5,9,1,27,47.09,0.9,1.79,1.35,25.11,4.04,0.9,2.24,4.04,0.45,12.11
1,VILLA AZALAIS (13J en CAPITAL),2796,347,232,224,66.86,90,2,2,3,60,5,3,7,8,2,35,41.47,0.92,0.92,1.38,27.65,2.3,1.38,3.23,3.69,0.92,16.13
1,VILLA AZALAIS (13J en CAPITAL),2797,347,244,224,70.32,113,1,0,2,55,10,7,4,20,4,19,48.09,0.43,0.0,0.85,23.4,4.26,2.98,1.7,8.51,1.7,8.09
1,VILLA AZALAIS (13J en CAPITAL),2798,347,235,224,67.72,98,3,0,4,68,5,4,3,19,2,19,43.56,1.33,0.0,1.78,30.22,2.22,1.78,1.33,8.44,0.89,8.44
1,VILLA AZALAIS (13J en CAPITAL),2799,349,246,224,70.49,87,5,3,7,73,7,7,7,13,3,23,37.02,2.13,1.28,2.98,31.06,2.98,2.98,2.98,5.53,1.28,9.79
1,VILLA AZALAIS (13J en CAPITAL),2800,347,233,224,67.15,92,1,1,4,56,10,12,4,16,3,22,41.63,0.45,0.45,1.81,25.34,4.52,5.43,1.81,7.24,1.36,9.95
1,VILLA AZALAIS (13J en CAPITAL),2801,347,241,224,69.45,106,0,2,4,57,6,12,8,21,5,13,45.3,0.0,0.85,1.71,24.36,2.56,5.13,3.42,8.97,2.14,5.56
1,VILLA AZALAIS (13J en CAPITAL),2802,347,247,224,71.18,106,2,3,1,52,8,6,5,17,4,35,44.35,0.84,1.26,0.42,21.76,3.35,2.51,2.09,7.11,1.67,14.64
1,VILLA AZALAIS (13J en CAPITAL),2803,347,243,224,70.03,85,1,1,6,65,15,11,2,13,2,26,37.44,0.44,0.44,2.64,28.63,6.61,4.85,0.88,5.73,0.88,11.45
1,VILLA AZALAIS (13J en CAPITAL),2804,347,215,224,61.96,82,4,4,2,53,6,12,10,16,3,17,39.23,1.91,1.91,0.96,25.36,2.87,5.74,4.78,7.66,1.44,8.13
1,VILLA AZALAIS (13J en CAPITAL),2805,347,221,224,63.69,88,1,2,1,63,7,7,7,11,1,22,41.9,0.48,0.95,0.48,30.0,3.33,3.33,3.33,5.24,0.48,10.48
1,VILLA AZALAIS (13J en CAPITAL),2806,347,260,224,74.93,114,1,4,6,66,8,6,4,15,4,26,44.88,0.39,1.57,2.36,25.98,3.15,2.36,1.57,5.91,1.57,10.24
1,VILLA AZALAIS (13J en CAPITAL),2807,347,221,224,63.69,76,2,1,0,66,7,15,6,15,4,23,35.35,0.93,0.47,0.0,30.7,3.26,6.98,2.79,6.98,1.86,10.7
1,VILLA AZALAIS (13J en CAPITAL),2808,347,236,224,68.01,89,5,2,0,67,9,6,4,12,0,36,38.7,2.17,0.87,0.0,29.13,3.91,2.61,1.74,5.22,0.0,15.65
1,VILLA AZALAIS (13J en CAPITAL),2809,347,234,224,67.44,86,3,0,3,79,8,6,4,12,4,20,38.22,1.33,0.0,1.33,35.11,3.56,2.67,1.78,5.33,1.78,8.89
1,VILLA AZALAIS (13J en CAPITAL),2810,349,244,224,69.91,109,2,2,2,64,8,6,4,12,4,22,46.38,0.85,0.85,0.85,27.23,3.4,2.55,1.7,5.11,1.7,9.36
1,VILLA AZALAIS (13J en CAPITAL),2811,347,225,224,64.84,98,4,5,0,54,9,5,7,14,2,13,46.45,1.9,2.37,0.0,25.59,4.27,2.37,3.32,6.64,0.95,6.16
1,VILLA AZALAIS (13J en CAPITAL),2812,347,0,224,0.0,15,1,1,0,64,12,10,5,17,2,21,10.14,0.68,0.68,0.0,43.24,8.11,6.76,3.38,11.49,1.35,14.19
1,VILLA AZALAIS (13J en CAPITAL),2813,347,235,224,67.72,95,1,5,4,79,8,5,3,9,1,15,42.22,0.44,2.22,1.78,35.11,3.56,2.22,1.33,4.0,0.44,6.67
1,VILLA AZALAIS (13J en CAPITAL),2814,347,239,224,68.88,103,3,1,0,58,7,10,9,13,3,18,45.78,1.33,0.44,0.0,25.78,3.11,4.44,4.0,5.78,1.33,8.0
1,VILLA AZALAIS (13J en CAPITAL),2815,347,243,224,70.03,98,1,2,3,58,7,7,14,11,5,24,42.61,0.43,0.87,1.3,25.22,3.04,3.04,6.09,4.78,2.17,10.43
1,VILLA AZALAIS (13J en CAPITAL),2816,347,232,224,66.86,89,1,1,0,64,8,7,7,14,4,24,40.64,0.46,0.46,0.0,29.22,3.65,3.2,3.2,6.39,1.83,10.96
1,VILLA AZALAIS (13J en CAPITAL),2817,347,230,224,66.28,97,1,2,3,62,5,8,5,10,2,24,44.29,0.46,0.91,1.37,28.31,2.28,3.65,2.28,4.57,0.91,10.96
1,VILLA AZALAIS (13J en CAPITAL),2818,348,238,224,68.39,83,1,2,4,72,6,6,7,13,3,32,36.24,0.44,0.87,1.75,31.44,2.62,2.62,3.06,5.68,1.31,13.97
1,VILLA AZALAIS (13J en CAPITAL),2819,347,236,224,68.01,93,2,0,2,62,9,12,7,18,4,15,41.52,0.89,0.0,0.89,27.68,4.02,5.36,3.12,8.04,1.79,6.7
1,VILLA AZALAIS (13J en CAPITAL),2820,347,246,224,70.89,105,2,2,5,70,4,5,2,12,2,30,43.93,0.84,0.84,2.09,29.29,1.67,2.09,0.84,5.02,0.84,12.55
1,VILLA AZALAIS (13J en CAPITAL),2821,347,257,224,74.06,107,3,3,1,59,13,6,6,19,1,23,44.4,1.24,1.24,0.41,24.48,5.39,2.49,2.49,7.88,0.41,9.54
1,VILLA AZALAIS (13J en CAPITAL),2822,347,230,224,66.28,86,2,3,3,55,8,7,7,17,1,31,39.09,0.91,1.36,1.36,25.0,3.64,3.18,3.18,7.73,0.45,14.09
1,VILLA AZALAIS (13J en CAPITAL),2823,347,239,224,68.88,102,2,2,3,72,11,5,1,12,3,19,43.97,0.86,0.86,1.29,31.03,4.74,2.16,0.43,5.17,1.29,8.19
1,VILLA AZALAIS (13J en CAPITAL),2824,349,244,224,69.91,86,3,3,1,88,4,10,5,12,0,18,37.39,1.3,1.3,0.43,38.26,1.74,4.35,2.17,5.22,0.0,7.83
1,VILLA AZALAIS (13J en CAPITAL),2825,346,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA AZALAIS (13J en CAPITAL),2826,347,204,224,58.79,99,1,1,2,57,7,4,5,12,2,10,49.5,0.5,0.5,1.0,28.5,3.5,2.0,2.5,6.0,1.0,5.0
1,VILLA AZALAIS (13J en CAPITAL),2827,347,227,224,65.42,94,2,5,1,57,12,8,5,11,1,21,43.32,0.92,2.3,0.46,26.27,5.53,3.69,2.3,5.07,0.46,9.68
1,VILLA AZALAIS (13J en CAPITAL),2828,347,0,224,0.0,82,4,1,3,60,7,7,5,13,2,26,39.05,1.9,0.48,1.43,28.57,3.33,3.33,2.38,6.19,0.95,12.38
1,VILLA AZALAIS (13J en CAPITAL),2829,347,240,224,69.16,90,2,6,1,62,13,6,8,15,4,25,38.79,0.86,2.59,0.43,26.72,5.6,2.59,3.45,6.47,1.72,10.78
1,VILLA AZALAIS (13J en CAPITAL),2830,347,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA AZALAIS (13J en CAPITAL),2831,347,232,224,66.86,85,2,2,7,69,10,5,3,10,3,27,38.12,0.9,0.9,3.14,30.94,4.48,2.24,1.35,4.48,1.35,12.11
1,VILLA AZALAIS (13J en CAPITAL),2832,347,240,224,69.16,113,0,1,3,66,8,9,1,5,4,23,48.5,0.0,0.43,1.29,28.33,3.43,3.86,0.43,2.15,1.72,9.87
1,VILLA AZALAIS (13J en CAPITAL),2833,347,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA AZALAIS (13J en CAPITAL),2834,347,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA AZALAIS (13J en CAPITAL),2835,347,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA AZALAIS (13J en CAPITAL),2836,347,223,224,64.27,93,3,3,1,56,9,11,8,10,4,15,43.66,1.41,1.41,0.47,26.29,4.23,5.16,3.76,4.69,1.88,7.04
1,VILLA AZALAIS (13J en CAPITAL),2837,347,227,224,65.42,83,4,0,2,60,6,11,4,18,2,22,39.15,1.89,0.0,0.94,28.3,2.83,5.19,1.89,8.49,0.94,10.38
1,VILLA AZALAIS (13J en CAPITAL),2838,347,222,224,63.98,91,2,1,3,57,9,9,4,13,2,21,42.92,0.94,0.47,1.42,26.89,4.25,4.25,1.89,6.13,0.94,9.91
1,VILLA AZALAIS (13J en CAPITAL),2839,348,228,224,65.52,99,2,0,2,52,4,10,5,18,6,20,45.41,0.92,0.0,0.92,23.85,1.83,4.59,2.29,8.26,2.75,9.17
1,VILLA AZALAIS (13J en CAPITAL),2840,347,234,224,67.44,90,0,1,1,1,5,4,26,10,0,70,43.27,0.0,0.48,0.48,0.48,2.4,1.92,12.5,4.81,0.0,33.65
1,VILLA AZALAIS (13J en CAPITAL),2841,347,231,224,66.57,97,1,3,5,72,6,7,5,11,4,18,42.36,0.44,1.31,2.18,31.44,2.62,3.06,2.18,4.8,1.75,7.86
1,VILLA AZALAIS (13J en CAPITAL),2842,347,242,224,69.74,106,0,3,2,60,6,10,3,9,2,32,45.49,0.0,1.29,0.86,25.75,2.58,4.29,1.29,3.86,0.86,13.73
1,VILLA AZALAIS (13J en CAPITAL),2843,347,233,224,67.15,95,3,1,1,67,4,6,4,9,2,32,42.41,1.34,0.45,0.45,29.91,1.79,2.68,1.79,4.02,0.89,14.29
1,VILLA AZALAIS (13J en CAPITAL),2844,347,206,224,59.37,82,0,1,1,65,5,2,1,14,4,18,42.49,0.0,0.52,0.52,33.68,2.59,1.04,0.52,7.25,2.07,9.33
1,VILLA AZALAIS (13J en CAPITAL),2845,347,219,224,63.11,92,0,4,0,53,10,7,5,18,4,15,44.23,0.0,1.92,0.0,25.48,4.81,3.37,2.4,8.65,1.92,7.21
1,VILLA AZALAIS (13J en CAPITAL),2846,347,217,224,62.54,82,2,1,1,64,4,5,7,10,1,34,38.86,0.95,0.47,0.47,30.33,1.9,2.37,3.32,4.74,0.47,16.11
1,VILLA AZALAIS (13J en CAPITAL),2847,349,218,224,62.46,82,2,0,2,58,10,5,6,13,0,31,39.23,0.96,0.0,0.96,27.75,4.78,2.39,2.87,6.22,0.0,14.83
1,VILLA AZALAIS (13J en CAPITAL),2848,347,248,224,71.47,103,0,1,1,63,4,7,5,9,2,40,43.83,0.0,0.43,0.43,26.81,1.7,2.98,2.13,3.83,0.85,17.02
1,VILLA AZALAIS (13J en CAPITAL),2849,347,224,224,64.55,80,0,1,1,75,7,6,5,9,0,28,37.74,0.0,0.47,0.47,35.38,3.3,2.83,2.36,4.25,0.0,13.21
1,VILLA AZALAIS (13J en CAPITAL),2850,347,228,224,65.71,85,2,3,3,52,6,5,3,17,3,34,39.91,0.94,1.41,1.41,24.41,2.82,2.35,1.41,7.98,1.41,15.96
1,VILLA AZALAIS (13J en CAPITAL),2851,347,228,224,65.71,81,3,2,1,73,8,10,3,7,2,23,38.03,1.41,0.94,0.47,34.27,3.76,4.69,1.41,3.29,0.94,10.8
1,VILLA AZALAIS (13J en CAPITAL),2852,347,0,224,0.0,99,1,2,0,74,10,6,3,14,2,21,42.67,0.43,0.86,0.0,31.9,4.31,2.59,1.29,6.03,0.86,9.05
1,VILLA AZALAIS (13J en CAPITAL),2853,347,189,224,54.47,87,0,1,1,50,2,8,5,11,3,16,47.28,0.0,0.54,0.54,27.17,1.09,4.35,2.72,5.98,1.63,8.7
1,VILLA AZALAIS (13J en CAPITAL),2854,346,235,224,67.92,93,2,1,2,64,5,10,9,19,1,21,40.97,0.88,0.44,0.88,28.19,2.2,4.41,3.96,8.37,0.44,9.25
1,VILLA AZALAIS (13J en CAPITAL),2855,346,214,224,61.85,87,3,2,1,61,7,8,5,7,3,26,41.43,1.43,0.95,0.48,29.05,3.33,3.81,2.38,3.33,1.43,12.38
1,VILLA AZALAIS (13J en CAPITAL),2856,346,225,224,65.03,101,3,1,4,53,10,3,5,17,0,20,46.54,1.38,0.46,1.84,24.42,4.61,1.38,2.3,7.83,0.0,9.22
1,VILLA AZALAIS (13J en CAPITAL),2857,346,243,224,70.23,104,5,2,4,63,7,3,4,10,2,27,45.02,2.16,0.87,1.73,27.27,3.03,1.3,1.73,4.33,0.87,11.69
1,VILLA AZALAIS (13J en CAPITAL),2858,346,238,224,68.79,84,0,1,3,69,10,11,4,12,1,34,36.68,0.0,0.44,1.31,30.13,4.37,4.8,1.75,5.24,0.44,14.85
1,VILLA AZALAIS (13J en CAPITAL),2859,347,237,224,68.3,101,0,2,2,68,8,14,4,8,2,21,43.91,0.0,0.87,0.87,29.57,3.48,6.09,1.74,3.48,0.87,9.13
1,VILLA ESQUIU (13K en CAPITAL),2860,330,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA ESQUIU (13K en CAPITAL),2861,330,238,224,72.12,137,0,2,1,51,7,5,6,11,4,8,59.05,0.0,0.86,0.43,21.98,3.02,2.16,2.59,4.74,1.72,3.45
1,VILLA ESQUIU (13K en CAPITAL),2862,330,231,224,70.0,116,2,3,2,48,4,11,5,13,3,15,52.25,0.9,1.35,0.9,21.62,1.8,4.95,2.25,5.86,1.35,6.76
1,VILLA ESQUIU (13K en CAPITAL),2863,330,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA ESQUIU (13K en CAPITAL),2864,329,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA ESQUIU (13K en CAPITAL),2865,329,236,224,71.73,115,1,2,2,58,6,5,4,11,4,18,50.88,0.44,0.88,0.88,25.66,2.65,2.21,1.77,4.87,1.77,7.96
1,VILLA ESQUIU (13K en CAPITAL),2866,331,0,224,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,VILLA GRAN PARQUE (13L en CAPITAL),2867,231,157,224,67.97,79,2,2,2,38,5,4,6,5,2,8,51.63,1.31,1.31,1.31,24.84,3.27,2.61,3.92,3.27,1.31,5.23
1,VILLA GRAN PARQUE (13L en CAPITAL),2868,232,160,224,68.97,75,1,1,2,44,6,2,3,6,1,11,49.34,0.66,0.66,1.32,28.95,3.95,1.32,1.97,3.95,0.66,7.24
1,CAMINO A COLONIA TIROLESA (13M en CAPITAL),2869,216,151,224,69.91,76,2,2,2,30,7,4,3,9,2,6,53.15,1.4,1.4,1.4,20.98,4.9,2.8,2.1,6.29,1.4,4.2
1,CAMINO A COLONIA TIROLESA (13M en CAPITAL),2870,217,150,224,69.12,85,0,1,0,25,4,5,1,8,3,10,59.86,0.0,0.7,0.0,17.61,2.82,3.52,0.7,5.63,2.11,7.04
1,YOFRE (13N en CAPITAL),2871,346,238,224,68.79,106,2,0,0,57,7,8,6,19,1,22,46.49,0.88,0.0,0.0,25.0,3.07,3.51,2.63,8.33,0.44,9.65
1,YOFRE (13N en CAPITAL),2872,345,238,224,68.99,101,2,1,3,44,6,7,10,24,3,25,44.69,0.88,0.44,1.33,19.47,2.65,3.1,4.42,10.62,1.33,11.06
1,YOFRE (13N en CAPITAL),2873,345,248,224,71.88,127,1,1,3,43,12,7,8,23,2,14,52.7,0.41,0.41,1.24,17.84,4.98,2.9,3.32,9.54,0.83,5.81
1,YOFRE (13N en CAPITAL),2874,345,239,224,69.28,111,0,2,3,51,7,7,7,17,3,22,48.26,0.0,0.87,1.3,22.17,3.04,3.04,3.04,7.39,1.3,9.57
1,YOFRE (13N en CAPITAL),2875,345,242,224,70.14,111,1,3,1,52,8,8,8,17,1,24,47.44,0.43,1.28,0.43,22.22,3.42,3.42,3.42,7.26,0.43,10.26
